instrument,old_fill_count,old_buy_executed_shares,old_sell_executed_shares,old_gross_value,old_cash_fee,old_slippage_cost,new_fill_count,new_buy_executed_shares,new_sell_executed_shares,new_gross_value,new_cash_fee,new_slippage_cost,delta_fill_count,delta_buy_executed_shares,delta_sell_executed_shares,delta_gross_value,delta_cash_fee,delta_slippage_cost,is_focus_instrument,absolute_gross_value_impact
SH600438,49,158600.0,158601.166453714,5683270.861349504,3253.195796939927,5683.274367647842,49,157400.0,157401.15961283213,5645798.379078985,3233.2175046999755,5645.800255262369,0,-1200.0,-1200.0068408818624,-37472.48227051925,-19.978292239951315,-37.474112385472836,False,37472.48227051925
SH601899,20,124400.0,124412.48522173244,3959413.2398540676,2229.400995276679,3959.433213099181,20,125400.0,125412.64773526156,3996198.536243345,2249.5859842918003,3996.2187610382234,0,1000.0,1000.1625135291251,36785.29638927756,20.18498901512112,36.78554793904232,False,36785.29638927756
SH601028,6,36700.0,36696.11135117218,885862.5779549908,499.50085683571996,885.8575554837698,5,38200.0,38195.85906331007,921912.9279083628,519.2839506457517,921.9073392197328,-1,1500.0,1499.7477121378906,36050.34995337203,19.783093810031744,36.04978373596293,False,36050.34995337203
SH600048,41,394600.0,394603.20454807417,6367286.131100778,3591.137459682551,6367.242437532135,40,391800.0,391803.113327843,6331431.199277062,3566.249492505556,6331.387819089841,-1,-2800.0,-2800.0912202311447,-35854.93182371557,-24.887967176994607,-35.85461844229394,False,35854.93182371557
SH600415,14,67100.0,67100.15395118094,2235769.29549921,1256.2980233269284,2235.7524559751123,16,66000.0,66000.15032290973,2199918.257798863,1244.808496407557,2199.9014012201965,2,-1100.0,-1100.00362827121,-35851.03770034667,-11.489526919371428,-35.85105475491582,False,35851.03770034667
SZ000973,8,64300.0,64295.4051107219,1534519.7984308985,863.5675181677796,1534.5382786932842,8,62800.0,62795.52486695427,1498755.7540113288,843.4229577983548,1498.7737317271917,0,-1500.0,-1499.8802437676277,-35764.04441956966,-20.144560369424767,-35.76454696609244,False,35764.04441956966
SH601689,17,28000.0,28000.5251396241,2547258.234406301,1440.1388494578216,2547.2713957314495,16,27600.0,27600.51205241261,2511516.8898641546,1416.3803425072656,2511.5298156103345,-1,-400.0,-400.0130872114896,-35741.344542146195,-23.75850695055601,-35.74158012111502,False,35741.344542146195
SH603259,4,4200.0,4200.037473499517,749932.7636688412,420.1484305238631,749.9342579345778,4,4000.0000000000005,4000.0356890471594,714221.6796846108,400.1413624036792,714.2231027948361,0,-199.99999999999955,-200.00178445235724,-35711.08398423041,-20.00706812018393,-35.71115513974166,False,35711.08398423041
SH600989,20,133600.0,133609.01572527512,4248536.636648295,2385.144592688477,4248.564741517719,20,134700.0,134709.55134763476,4283790.286105875,2404.865223573526,4283.818340577651,0,1100.0,1100.5356223596318,35253.64945757948,19.72063088504865,35.25359905993173,False,35253.64945757948
SH600126,27,180900.0,180899.4429618759,3187278.9412605,1805.6627330649585,3187.2824716999876,23,178900.0,178897.5731204295,3152095.844487402,1788.770003936031,3152.100108563984,-4,-2000.0,-2001.8698414464016,-35183.09677309776,-16.892729128927613,-35.18236313600346,False,35183.09677309776
SZ002484,6,19200.0,19201.275206128266,661398.578664843,378.05124497053896,661.3983450113651,4,20200.0,20201.354063379076,695711.6736602659,389.3294330630338,695.7112929548107,-2,1000.0,1000.07885725081,34313.09499542287,11.278188092494815,34.31294794344558,False,34313.09499542287
SH600050,15,208500.0,208558.94513994784,2221489.9052217756,1255.9033504514414,2221.4872726451913,14,205300.0,205358.00107329863,2187436.7742252126,1232.196440999475,2187.4342786529182,-1,-3200.0,-3200.9440666492155,-34053.130996563006,-23.70690945196634,-34.05299399227306,False,34053.130996563006
SZ000539,53,88100.0,88100.8578045459,782603.3168216049,559.0155039264404,782.5766174320725,36,91300.0,91300.33248831496,816606.14680274,587.4832775691425,816.583470242367,-17,3200.0,3199.474683769062,34002.829981135204,28.467773642702127,34.006852810294504,False,34002.829981135204
SH600967,9,44400.0,44399.7229246514,1524722.5997482182,865.7723664317182,1524.7539236540924,10,43400.0,43399.71730790383,1490723.1285541502,851.0685670675599,1490.7538503877827,1,-1000.0,-1000.0056167475705,-33999.47119406797,-14.703799364158272,-34.000073266309755,False,33999.47119406797
SH600418,13,35400.0,35400.463097320695,2355137.411676563,1321.963170877727,2355.139751329493,13,35900.0,35900.469747354306,2388389.6201361166,1340.5806509047584,2388.39197801443,0,500.0,500.00665003361064,33252.208459553774,18.617480027031434,33.25222668493734,False,33252.208459553774
SZ000058,11,60500.0,60496.79759094669,857695.3618242355,499.27119998495334,857.7188747182677,10,62200.0,62186.54039274795,890742.0949612148,530.193221072793,890.7650520633255,-1,1700.0,1689.7428018012579,33046.73313697928,30.922021087839653,33.0461773450578,False,33046.73313697928
SH600309,39,58900.0,58899.96808805927,7618789.384328646,4268.135485350331,7618.790985303485,39,58600.0,58599.96797299779,7586194.574766675,4249.841789221955,7586.195980735422,0,-300.0,-300.0001150614844,-32594.809561970644,-18.293696128375814,-32.595004568062905,False,32594.809561970644
SZ300476,8,23400.0,23399.451074392706,1869279.0605215244,1061.4217985324467,1869.3394319592978,8,23800.0,23799.441843672124,1901264.6722908197,1079.5778995852359,1901.326052349058,0,400.0,399.9907692794186,31985.611769295298,18.156101052789154,31.98662038976022,False,31985.611769295298
SH600673,6,37800.0,37801.1329001869,753741.0870385254,427.0784005165163,753.743366330105,4,39400.0,39401.21645590859,785645.8273418001,440.3592826732214,785.6482034673529,-2,1600.0,1600.0835557216851,31904.74030327471,13.280882156705104,31.90483713724791,False,31904.74030327471
SH600926,41,182200.0,182198.23644141894,5736665.425176576,3255.009497351938,5736.663060174286,42,181200.0,181198.15197459538,5706093.22212145,3241.8910879580344,5706.090712771557,1,-1000.0,-1000.0844668235513,-30572.20305512566,-13.118409393903676,-30.572347402729065,False,30572.20305512566
SZ000536,10,206600.0,124121.71982172567,1537449.4450121191,774.6145433661068,1537.0745876595386,10,202300.0,121821.04699704588,1506904.186934874,759.8078089586687,1506.5384934866627,0,-4300.0,-2300.6728246797866,-30545.258077245206,-14.806734407438057,-30.53609417287589,False,30545.258077245206
SZ000811,34,116900.0,116899.78694988941,3027195.9264729195,1704.015623822339,3027.200002392019,22,118300.0,118300.24056440193,3057649.233402457,1735.5455423273736,3057.651318592647,-12,1400.0,1400.4536145125167,30453.30692953756,31.52991850503463,30.451316200627844,False,30453.30692953756
SZ002130,18,81000.0,81000.08158076166,3216614.5588791524,1805.5477147287406,3216.6347497607685,18,80300.0,80300.0869675254,3186507.0711466502,1788.5900712165633,3186.526842118833,0,-700.0,-699.9946132362529,-30107.487732502166,-16.957643512177356,-30.107907641935526,False,30107.487732502166
SZ002245,6,37500.0,37499.9252895565,1084481.4145476576,608.8931690356316,1084.4888333440094,6,36500.0,36499.92780028308,1054417.7055852404,592.0020181231114,1054.4248724220577,0,-1000.0,-999.9974892734172,-30063.708962417208,-16.891150912520175,-30.063960921951775,False,30063.708962417208
SH600363,13,15500.0,15500.153845846191,1768420.5644879139,1001.652141721106,1768.427874287041,10,15800.0,15800.152427554982,1798407.9383609463,1008.3735224670904,1798.4147970836152,-3,300.0,299.9985817087909,29987.373873032397,6.7213807459844475,29.986922796574163,False,29987.373873032397
SZ300207,17,55200.0,55200.11845172551,2341278.2632760876,1309.4105126754844,2341.2005798301097,16,54500.0,54500.118921353926,2311360.9898274643,1289.5333677760887,2311.283587389285,-1,-700.0,-699.9995303715841,-29917.27344862325,-19.877144899395716,-29.916992440824743,False,29917.27344862325
SH600489,34,237000.0,237002.6273516285,6003342.4041413255,3385.451282023824,6003.34253663286,35,235800.0,235802.6885694992,5973664.029648453,3373.877216892006,5973.664331936109,1,-1200.0,-1199.9387821292912,-29678.374492872506,-11.574065131818315,-29.67820469675098,False,29678.374492872506
SH688169,32,15432.0,15431.933008525091,5561585.175200784,3118.7025019646876,5561.564023472192,32,15313.0,15312.933748813648,5532005.552861518,3101.389956771022,5531.984054884412,0,-119.0,-118.9992597114433,-29579.62233926542,-17.312545193665756,-29.57996858778006,False,29579.62233926542
SZ300612,20,26100.0,26101.57070483174,791412.9332881349,452.21339804777426,791.390671955448,10,26800.0,26801.715362820865,819185.0778550279,476.12026067716704,819.1593291981965,-10,700.0,700.1446579891235,27772.144566892995,23.906862629392776,27.768657242748418,False,27772.144566892995
SZ002466,15,23100.0,23099.77701678094,1468908.4948474364,843.8991196499633,1468.9047956614388,11,22700.0,22699.801129762956,1441393.2063966738,816.7692832686442,1441.3894478628615,-4,-400.0,-399.97588701798304,-27515.28845076263,-27.129836381319024,-27.515347798577295,False,27515.28845076263
SZ000725,33,597600.0,597589.3246885461,4795696.124731137,2708.4940441918075,4795.689450260199,34,593800.0,593788.4576460199,4768324.736276721,2697.980440536063,4768.318030385938,1,-3800.0,-3800.8670425262535,-27371.388454416767,-10.513603655744646,-27.371419874260937,False,27371.388454416767
SH600031,44,249600.0,249993.74770429547,8482010.23176568,4760.489793490837,8481.99661444603,44,250400.0,250789.69912941297,8509295.511713298,4775.749534400991,8509.281841615431,0,800.0,795.9514251174987,27285.279947618023,15.259740910154505,27.28522716940097,False,27285.279947618023
SH600030,17,56000.0,56000.008363624314,2959740.523946211,1657.0296984311365,2959.7247806906735,20,55500.0,55499.996156067304,2932724.5697239786,1654.3902162116135,2932.708442129745,3,-500.0,-500.0122075570107,-27015.95422223257,-2.639482219522961,-27.01633856092849,False,27015.95422223257
SZ002045,22,49800.0,49800.142641834056,1490625.5699905627,864.8721551560207,1490.5968068021728,17,49000.0,48999.895726071,1463944.7710816027,849.4569084876916,1463.91329838495,-5,-800.0,-800.2469157630549,-26680.798908960074,-15.415246668329019,-26.68350841722281,False,26680.798908960074
SH600522,33,169700.0,169698.79333804137,4642834.028007499,2642.406427225766,4642.82786783977,32,168700.0,168698.82030745762,4616233.41336685,2620.877084551413,4616.2272385696115,-1,-1000.0,-999.9730305837584,-26600.614640648477,-21.529342674352847,-26.600629270158606,False,26600.614640648477
SH600019,72,705300.0,705310.0044791937,9463071.810150148,5365.01135954317,9463.076356488873,62,703500.0,703510.3630392511,9436913.108357435,5333.444747784853,9436.91733967678,-10,-1800.0,-1799.641439942643,-26158.701792713255,-31.566611758317777,-26.159016812092887,False,26158.701792713255
SZ000560,10,187200.0,187212.10667757137,1096018.8686039296,610.6033897026413,1096.0072959043143,8,189600.0,189637.8881460397,1121834.8068043822,635.9982890702663,1121.8305313399967,-2,2400.0,2425.78146846834,25815.938200452598,25.394899367625044,25.823235435682363,False,25815.938200452598
SH603087,6,5800.0,5800.03686868966,757663.7091581053,426.43052956250676,757.6483495276252,4,5600.0,5600.040954766111,732106.0088143757,405.9469999159712,732.0906114448944,-2,-200.0,-199.99591392354887,-25557.70034372958,-20.483529646535544,-25.557738082730793,False,25557.70034372958
SZ002129,12,94600.0,94598.63584262982,1834585.3878317254,1042.4608072344718,1834.5744844494977,10,95900.0,95898.60399327049,1859973.1694566049,1047.5149064633258,1859.962167760153,-2,1300.0,1299.9681506406632,25387.781624879455,5.0540992288540565,25.387683310655348,False,25387.781624879455
SH603019,24,31100.0,31124.04699228563,4344080.021694594,2437.470168853378,4344.103507224589,24,30900.0,30924.046500236633,4318824.322809789,2423.2502837153797,4318.847476308706,0,-200.0,-200.0004920489955,-25255.698884804733,-14.219885137998062,-25.256030915882548,False,25255.698884804733
SZ002115,10,88500.0,88500.09640465524,1484500.8742930274,841.3304611375472,1484.5074437164023,8,87000.0,87000.03263785855,1459418.1820048233,818.5404974393705,1459.424706691542,-2,-1500.0,-1500.0637667966948,-25082.692288204096,-22.789963698176734,-25.082737024860307,False,25082.692288204096
SH600113,6,6200.0,6199.967468508769,777443.6723165712,445.57541251843287,777.459932240981,6,6000.0,5999.968467344085,752362.2577248219,431.4056067588282,752.3779957129423,0,-200.0,-199.99900116468416,-25081.414591749315,-14.169805759604685,-25.081936528038682,False,25081.414591749315
SH601238,17,46500.0,46494.161162262375,806071.4193268911,489.02559498541314,806.0778972350656,16,48100.0,48094.485368466136,830812.1255415963,515.0544551273488,830.8208363739261,-1,1600.0,1600.3242062037607,24740.70621470525,26.02886014193564,24.742939138860493,False,24740.70621470525
SH601727,4,49000.0,48965.85484145628,701433.1124000656,393.055898084164,701.4348272554696,4,47300.0,47267.03946940576,677097.6778882267,379.41926488532573,677.0993332486472,0,-1700.0,-1698.8153720505215,-24335.434511838946,-13.636633198838297,-24.335494006822387,False,24335.434511838946
SZ000981,6,272200.0,272140.49152182357,1120439.6206068618,627.8166277980366,1120.4422228100525,6,266300.0,266241.76951226895,1096156.3341653994,614.2102228822229,1096.1588810272153,0,-5900.0,-5898.722009554622,-24283.286441462347,-13.606404915813755,-24.28334178283717,False,24283.286441462347
SZ000032,16,70200.0,70302.46686901757,2827853.0958579457,1585.3455117494477,2827.862914833006,18,69600.0,69701.87626554785,2803583.535178164,1580.5791547429533,2803.593310548909,2,-600.0,-600.5906034697255,-24269.560679781716,-4.766357006494445,-24.269604284097113,False,24269.560679781716
SZ002385,12,94800.0,94789.55630806889,758814.5459062991,441.50673671121524,758.8139999081252,8,92000.0,91992.77709686622,735018.1109494306,427.96542911757433,735.0171561055114,-4,-2800.0,-2796.7792112026655,-23796.43495686853,-13.541307593640909,-23.796843802613807,False,23796.43495686853
SZ300059,8,16900.0,16900.03063564132,794317.5942718633,460.9654309329477,794.3277080167599,8,16400.0,16400.029730575057,770862.918262325,448.43120076036945,770.8726869853292,0,-500.0,-500.00090506626293,-23454.67600953835,-12.534230172578248,-23.455021031430647,False,23454.67600953835
SZ001696,14,60500.0,60499.93196627515,2722074.6970508667,1520.5603768931967,2722.0622132990125,14,61000.0,60999.928680142286,2745478.7143976814,1533.6387579425261,2745.466142575094,0,500.0,499.99671386713453,23404.01734681474,13.078381049329437,23.403929276081726,False,23404.01734681474
SH688002,12,7090.0,7090.496939325343,1087303.0886754435,618.5789376278184,1087.3094546008344,8,7238.0,7238.570943421944,1110597.531367455,631.4919066317318,1110.603301682389,-4,148.0,148.07400409660113,23294.442692011362,12.912969003913418,23.29384708155453,False,23294.442692011362
SH600203,7,43800.0,43800.32017932264,1125759.7039543302,633.9452229580788,1125.7564343896183,6,42900.0,42900.314870388785,1102632.5925712106,616.3954397129606,1102.6293799520063,-1,-900.0,-900.0053089338544,-23127.111383119598,-17.549783245118192,-23.12705443761206,False,23127.111383119598
SZ000988,12,18600.0,18599.9388351781,2130799.6278193416,1194.877155520307,2130.8082760831767,12,18400.0,18399.93913837296,2107915.954703429,1181.98952271461,2107.9242889798347,0,-200.0,-199.99969680514187,-22883.673115912825,-12.887632805696967,-22.88398710334195,False,22883.673115912825
SH601939,72,515100.0,515113.7989264498,8961829.97568657,5127.319277683331,8961.817701394488,74,516700.0,516703.95157504675,8984304.012559112,5147.037025920522,8984.287718291815,2,1600.0,1590.1526485969662,22474.036872541532,19.71774823719079,22.470016897326786,False,22474.036872541532
SH601606,4,12900.0,4199.906959323081,764252.128366079,331.69917901402863,763.8677641823035,4,12500.0,4099.909174577293,741963.9903080458,322.5331652822158,741.5928652236959,0,-400.0,-99.99778474578761,-22288.13805803319,-9.166013731812825,-22.27489895860765,False,22288.13805803319
SH688313,4,4753.0,4752.939714819437,769743.4398673777,430.87455672611526,769.743482532394,4,4617.0,4616.941439789889,747718.3803634932,418.545724469698,747.7184218077138,0,-136.0,-135.99827502954759,-22025.05950388452,-12.328832256417286,-22.025060724680202,False,22025.05950388452
SZ002657,8,14700.0,14700.444224249988,768785.674542652,433.9378931448371,768.7982087801424,5,14300.0,14300.48262055267,746783.4935394007,423.292221021137,746.7937673353754,-3,-400.0,-399.9616036973184,-22002.18100325123,-10.645672123700137,-22.004441444767053,False,22002.18100325123
SZ002085,8,44700.0,44699.551844314345,1448748.8853607802,808.2317074699291,1448.738063425533,8,44000.0,43999.56008428965,1426763.8109644412,795.9753431835948,1426.7531881538216,0,-700.0,-699.9917600246918,-21985.074396339012,-12.25636428633436,-21.984875271711417,False,21985.074396339012
SZ301269,19,14700.0,14699.929556564393,3195967.937235614,1794.3889708237207,3195.982705893427,18,14600.0,14599.93666581705,3174002.8217382263,1780.3159370604922,3174.017493183044,-1,-100.0,-99.99289074734406,-21965.11549738748,-14.073033763228523,-21.965212710383184,False,21965.11549738748
SH600330,22,154900.0,154898.86534481257,2997906.240730528,1709.344265912451,2997.9306593812385,20,153800.0,153798.69058262886,2976095.923099795,1689.8838456193166,2976.12030539571,-2,-1100.0,-1100.174762183713,-21810.317630732898,-19.460420293134348,-21.81035398552831,False,21810.317630732898
SZ301316,9,8700.0,8700.604997547342,780308.443724414,444.9098882710766,780.3262940058272,6,8400.0,8400.096645653965,758591.90177651,437.127290493999,758.6124822389442,-3,-300.0,-300.50835189337704,-21716.541947903926,-7.782597777077626,-21.713811766883055,False,21716.541947903926
SH600765,24,94500.0,94499.83186986276,2963849.826232849,1692.4454049901585,2963.885972252747,19,94000.0,93999.72581506289,2942467.59223302,1666.8117052327095,2942.4974697494185,-5,-500.0,-500.10605479986407,-21382.233999829274,-25.633699757448994,-21.388502503328255,False,21382.233999829274
SH600570,22,60700.0,60699.921281371804,3326134.531420384,1871.6713306524314,3326.125815281501,22,60300.0,60299.92272418078,3304935.8600003496,1860.450450609682,3304.926856902144,0,-400.0,-399.998557191022,-21198.671420034487,-11.220880042749286,-21.19895837935701,False,21198.671420034487
SH601100,14,18700.0,18700.117806913604,2284888.488629222,1289.6592567457772,2284.915378050837,14,18900.0,18900.120320924438,2305968.063634926,1301.5985825779067,2305.995513191989,0,200.0,200.0025140108337,21079.57500570407,11.939325832129498,21.08013514115237,False,21079.57500570407
SZ000792,51,232600.0,232604.12406864512,7497219.292259688,4219.938767723759,7497.192877275038,44,233000.0,233004.4598930828,7518286.529973819,4235.970581971939,7518.260038143043,-7,400.0,400.3358244376723,21067.237714131363,16.031814248180126,21.067160868004976,False,21067.237714131363
SH603533,15,20500.0,20501.474476563322,815566.1951625168,468.7450166738441,815.5461653520344,11,20700.0,20699.983402984406,836559.7908830894,490.76585126615385,836.5506475587706,-4,200.0,198.50892642108374,20993.59572057263,22.020834592309768,21.004482206736157,False,20993.59572057263
SZ300459,19,247900.0,247901.8790056744,2261459.4325853866,1299.122064917573,2261.468611192612,18,245600.0,245601.87576051775,2240521.783156424,1282.8955323042583,2240.530731884228,-1,-2300.0,-2300.0032451566367,-20937.64942896273,-16.226532613314703,-20.937879308384254,False,20937.64942896273
SH601319,10,131200.0,131115.32855722005,1900788.27428894,1064.6564982865284,1900.7910353386312,10,132600.0,132514.42384434567,1921123.6958840922,1076.0476143173166,1921.1264903889876,0,1400.0,1399.0952871256159,20335.421595152235,11.391116030788226,20.33545505035636,False,20335.421595152235
SZ002241,10,25900.0,25899.73732368146,1220708.1048188305,674.501611737489,1220.6632880861696,10,25500.0,25499.73987794117,1200699.8583622917,664.0111426163606,1200.6553496912763,0,-400.0,-399.99744574028955,-20008.246456538793,-10.490469121128399,-20.007938394893245,False,20008.246456538793
SZ300339,4,7500.0,7500.0895265431,747685.3385116837,417.0367290641672,747.6794179490788,4,7300.0,7300.087139168617,727747.0628180387,405.9157496224561,727.7413001371034,0,-200.0,-200.00238737448308,-19938.275693645002,-11.120979441711142,-19.938117811975417,False,19938.275693645002
SZ003010,8,7699.999999999999,7699.599211017523,757060.1734598698,427.0637015034239,757.0520014986399,6,7499.999999999999,7499.591665685332,737134.0496401787,416.0613631654019,737.1251348123184,-2,-200.0,-200.0075453321906,-19926.12381969113,-11.002338338022014,-19.926866686321546,False,19926.12381969113
SZ300468,7,23000.0,23000.17961915503,1089577.629205697,612.1918245742024,1089.5742974934576,6,23900.0,23900.236257755074,1108741.0157534138,619.6916106542815,1108.7373110580359,-1,900.0,900.0566386000428,19163.3865477168,7.499786080079048,19.16301356457825,False,19163.3865477168
SH601216,18,182100.0,182100.94274890158,1816166.1464732583,1027.8573689099828,1816.178713168404,14,183900.0,183899.5261364482,1835227.23146932,1046.6548469443142,1835.2371505808385,-4,1800.0,1798.5833875466196,19061.084996061632,18.797478034331334,19.058437412434387,False,19061.084996061632
SH600592,7,24200.0,24200.06830498694,1143613.4059750116,646.2776430453796,1143.6236296280304,6,23800.0,23800.045319651537,1124714.0039484538,632.0771864838082,1124.7240780496024,-1,-400.0,-400.02298533540306,-18899.40202655783,-14.2004565615714,-18.899551578427918,False,18899.40202655783
SZ000582,19,46000.0,45993.40411516339,759951.5688583045,458.3116537167825,759.9580609132632,11,45000.0,44994.27952436616,741059.5672160829,447.6482736103383,741.0617549624956,-8,-1000.0,-999.1245907972261,-18892.001642221585,-10.663380106444151,-18.89630595076767,False,18892.001642221585
SH601600,4,58000.0,58006.35486880855,911787.9558522042,516.1860906446539,911.8112070048533,4,59200.0,59206.486348852864,930652.5342491464,526.8658028648881,930.676266460126,0,1200.0,1200.1314800443142,18864.578396942117,10.67971222023425,18.865059455272785,False,18864.578396942117
SZ002307,20,152400.0,152379.54053341984,1515424.3328901092,870.4242720469556,1515.436759626339,16,150600.0,150568.29096648307,1496695.3440222,874.1460630243632,1496.7070690592323,-4,-1800.0,-1811.2495669367781,-18728.988867909182,3.721790977407636,-18.729690567106672,False,18728.988867909182
SZ000753,5,48700.0,48699.715941905175,721740.676353034,407.24309843524685,721.7408712054503,4,50000.0,49999.72203043573,740459.7849019612,414.4688024620073,740.4597706533314,-1,1300.0,1300.0060885305575,18719.108548927237,7.225704026760468,18.718899447881086,False,18719.108548927237
SH688041,19,9046.0,9045.827855947562,2566185.265262254,1466.863815107337,2566.2103388085106,17,8979.0,8978.827564103143,2547493.7938944614,1446.5483565291524,2547.5188070680647,-2,-67.0,-67.00029184441883,-18691.471367792692,-20.31545857818446,-18.691531740445953,False,18691.471367792692
SH601995,6,13800.0,13797.88390559727,866394.4755379858,488.3945106319391,866.39422976776,5,13500.0,13497.994683064038,847755.2902452198,478.57338250224404,847.755245490715,-1,-300.0,-299.8892225332311,-18639.185292765964,-9.821128129695069,-18.638984277044983,False,18639.185292765964
SZ300383,17,78300.0,78300.77724755651,2103574.7857416645,1195.2034214989126,2103.5723960942896,17,77600.0,77600.76835837266,2085100.6066861753,1184.0355849273699,2085.0982789218747,0,-700.0,-700.0088891838532,-18474.179055489134,-11.167836571542693,-18.474117172414935,False,18474.179055489134
SZ002273,6,16000.0,15999.961114661508,738230.5557255684,424.497461053988,738.241112826292,6,15600.0,15599.962061641014,719774.8412987598,414.10088044134244,719.7851344213723,0,-400.0,-399.9990530204941,-18455.71442680864,-10.39658061264555,-18.455978404919733,False,18455.71442680864
SZ000977,16,21900.0,21900.00211233694,2215058.1811918467,1241.1200194522787,2215.0308900907166,14,21700.0,21700.00060678171,2196634.569343718,1224.8186113858533,2196.6068221736723,-2,-200.0,-200.00150555523214,-18423.61184812896,-16.301408066425438,-18.42406791704434,False,18423.61184812896
SZ002236,12,49400.0,49399.9493081967,1424825.250319548,797.5422305018373,1424.8252355060567,9,48800.0,48799.82042031482,1406448.109217291,791.387072468938,1406.4464676346379,-3,-600.0,-600.1288878818814,-18377.141102256952,-6.155158032899294,-18.37876787141886,False,18377.141102256952
SZ002670,8,30900.0,30901.37766508953,1130656.4640945594,634.3298116859582,1130.6354975380498,8,30400.0,30401.36330650771,1112418.9898622555,624.7258209198351,1112.3982320408759,0,-500.0,-500.0143585818223,-18237.47423230391,-9.603990766123161,-18.237265497173894,False,18237.47423230391
SZ300224,8,24800.0,24800.7242814082,746800.9373731886,419.5115499117032,746.8068962799939,4,24200.0,24201.02950554306,728669.1905285146,409.9939975793366,728.6776762097136,-4,-600.0,-599.6947758651368,-18131.746844673995,-9.517552332366563,-18.129220070280326,False,18131.746844673995
SZ002104,4,21600.0,21599.34080765202,769808.7708547995,431.7615114497426,769.8122150660206,4,21100.0,21099.35606673415,751989.1233813087,421.7670320180356,751.9924878654183,0,-500.0,-499.9847409178692,-17819.647473490797,-9.99447943170702,-17.8197272006023,False,17819.647473490797
SH603881,8,23500.0,23500.275947243794,1389936.2432233524,778.87623751976,1389.939680928173,8,23200.0,23200.27909545289,1372208.3612081204,768.9450770111573,1372.2117669987085,0,-300.0,-299.99685179090375,-17727.882015231997,-9.931160508602716,-17.72791392946442,False,17727.882015231997
SZ300421,14,26100.0,26100.77093096807,750140.2846130867,434.35862078002793,750.1614780938513,10,25500.0,25501.152234926452,732445.3848546094,437.03886098906804,732.45682168161,-4,-600.0,-599.6186960416162,-17694.899758477346,2.6802402090401074,-17.70465641224132,False,17694.899758477346
SZ300619,4,8800.0,8800.854181201828,776698.3316111687,441.9386568727938,776.7270587028947,4,8600.0,8600.834767992697,759046.0968018239,431.89459648932126,759.0741710051018,0,-200.0,-200.01941320913102,-17652.23480934475,-10.044060383472527,-17.65288769779295,False,17652.23480934475
SH688228,4,1931.0,1931.079240024469,737691.1905717514,404.23676060836056,737.656447003726,4,1885.0,1885.0773523801784,720118.0187611349,394.6070915312065,720.084102849313,0,-46.0,-46.00188764429072,-17573.171810616506,-9.629669077154063,-17.57234415441303,False,17573.171810616506
SH600536,12,25300.0,25299.925728929353,2224946.3665598473,1246.740162368206,2224.951672299766,13,25500.0,25499.92480662075,2242462.300245963,1260.2445042870027,2242.4676319462324,1,200.0,199.99907769139827,17515.93368611578,13.504341918796626,17.5159596464664,False,17515.93368611578
SH600745,20,47500.0,52444.46273599756,3545055.206975065,2024.8438169482592,3545.170857771357,19,47700.0,52644.495675132515,3561927.3729410856,2030.2488121428162,3562.0430098863335,-1,200.0,200.03293913495872,16872.16596602043,5.404995194556932,16.872152114976416,False,16872.16596602043
SH603119,4,4400.0,4400.047579679192,736033.0152657678,412.7434753314314,736.0360112488195,4,4300.0,4300.046498322847,719304.9921915459,403.3629418011716,719.3079200840737,0,-100.0,-100.00108135634491,-16728.023074221914,-9.380533530259811,-16.72809116474582,False,16728.023074221914
SZ001309,6,5300.0,5300.040036883001,1020594.0842762707,573.124921412808,1020.6014738145319,6,5200.0,5200.036667973014,1004291.2814300642,563.8796066964748,1004.2981916845546,0,-100.0,-100.00336890998733,-16302.802846206469,-9.245314716333269,-16.303282129977333,False,16302.802846206469
SZ002222,10,15600.0,15599.945911367993,1079193.9461264978,604.426644603792,1079.1953374609263,6,15400.0,15399.92321214528,1062893.6502780782,595.2008765817778,1062.8946349024711,-4,-200.0,-200.02269922271262,-16300.295848419657,-9.225768022014222,-16.300702558455214,False,16300.295848419657
SZ002251,4,73900.0,73895.2437132592,751533.4937061305,421.9580366319151,751.5386423652858,4,72300.0,72295.34669105061,735262.1325433454,412.8222739984771,735.2671697295016,0,-1600.0,-1599.8970222085918,-16271.361162785091,-9.135762633437992,-16.27147263578422,False,16271.361162785091
SZ300085,10,18200.0,18200.09745858043,1479928.8709782916,825.5755957193226,1479.897984940748,12,18000.0,18000.095210441596,1463984.0864196615,824.3195780631559,1463.9538922902482,2,-200.0,-200.00224813883324,-15944.784558630083,-1.256017656166705,-15.944092650499897,False,15944.784558630083
SZ300315,5,67100.0,67100.51328019537,750848.1752726468,426.2947196762962,750.8528741599922,5,65700.0,65700.50248610423,735182.2128880918,417.5011820760484,735.1868137147173,0,-1400.0,-1400.0107940911403,-15665.962384555023,-8.793537600247816,-15.666060445274866,False,15665.962384555023
SZ002384,14,25900.0,25900.003038093,2551790.8414663584,1431.4197041240125,2551.80306060112,14,26200.0,26200.000090436257,2536216.6725611724,1422.1940131415602,2536.2268594941506,0,300.0,299.99705234325666,-15574.168905186001,-9.225690982452306,-15.576201106969165,False,15574.168905186001
SZ002277,11,62900.0,62896.70368785063,747369.5789201834,432.4304102462133,747.3694824126999,7,61400.0,61390.01317849538,731801.5133530493,423.73098062524434,731.8014808305815,-4,-1500.0,-1506.690509355256,-15568.065567134065,-8.699429620968942,-15.568001582118427,False,15568.065567134065
