instrument,old_fill_count,old_buy_executed_shares,old_sell_executed_shares,old_gross_value,old_cash_fee,old_slippage_cost,new_fill_count,new_buy_executed_shares,new_sell_executed_shares,new_gross_value,new_cash_fee,new_slippage_cost,delta_fill_count,delta_buy_executed_shares,delta_sell_executed_shares,delta_gross_value,delta_cash_fee,delta_slippage_cost,is_focus_instrument,absolute_gross_value_impact
SZ300548,5,9800.0,9800.043096478623,756204.2379777929,426.25185138859115,756.2006806633302,5,10000.0,10000.044049977816,771638.3490732221,434.87260440461256,771.6347177960065,0,200.0,200.0009534991932,15434.111095429282,8.62075301602141,15.43403713267628,False,15434.111095429282
SZ000892,4,50700.0,50693.76940957582,777173.0554214852,437.4187874881185,777.1826401099247,4,49700.0,49693.89230090568,761844.1983125802,428.7911979913114,761.8535939539104,0,-1000.0,-999.8771086701381,-15328.85710890498,-8.627589496807104,-15.329046156014329,False,15328.85710890498
SH601198,4,41600.0,13294.986337501039,758414.1733929489,327.94741222833653,758.0278733213008,4,40700.0,13095.061730922074,743248.6620737643,321.85002825357697,742.8719280556274,0,-900.0,-199.9246065789648,-15165.511319184676,-6.097383974759566,-15.155945265673381,False,15165.511319184676
SH600760,12,24700.0,24700.010058390715,2234963.39879717,1250.318899275783,2234.9605913413266,12,24900.0,24900.009646107646,2249985.3552528205,1258.7324330520578,2249.9825677715967,0,200.0,199.99958771693127,15021.95645565074,8.41353377627479,15.021976430270115,False,15021.95645565074
SZ002463,8,24700.0,24700.14137010213,1591829.1056930448,889.4650604272806,1591.822860560735,8,24900.0,24900.141653652736,1606785.8810149878,897.8958680016744,1606.7798708932635,0,200.0,200.00028355060567,14956.775321942987,8.430807574393839,14.957010332528398,False,14956.775321942987
SZ002611,4,19900.0,19899.409989613752,743656.999433626,415.0155174923101,743.6520134768396,4,19500.0,19499.421849119004,728709.1200480254,406.6734970402034,728.704234311476,0,-400.0,-399.9881404947482,-14947.879385600565,-8.34202045210668,-14.947779165363613,False,14947.879385600565
SH605117,30,29400.0,29400.152750346693,4627877.567937671,2610.715352595962,4627.901693718447,30,29200.0,29200.146028260424,4612980.447667789,2602.2412748269285,4613.004211969221,0,-200.0,-200.0067220862693,-14897.120269882493,-8.474077769033556,-14.897481749226245,False,14897.120269882493
SZ002131,12,316200.0,316193.19189426233,2191178.6686474863,1227.8878125959209,2191.184170864209,12,313900.0,313893.2075453448,2176316.9589142236,1219.5079822928105,2176.322217177583,0,-2300.0,-2299.9843489175546,-14861.709733262658,-8.379830303110339,-14.861953686626293,False,14861.709733262658
SZ300346,9,16300.0,16300.000055083578,1197686.7271370762,680.8174979598435,1197.685959117935,8,16500.0,16499.99963774523,1212528.5260497616,684.1435192136174,1212.5279440151214,-1,200.0,199.9995826616523,14841.798912685364,3.326021253773888,14.841984897186421,False,14841.798912685364
SZ002570,7,60700.0,60690.576210474406,750717.1067968365,437.25823734961676,750.7297245119071,6,59500.0,59490.73038627693,735889.3126035243,424.08338789347533,735.9016942885581,-1,-1200.0,-1199.8458241974731,-14827.794193312177,-13.17484945614143,-14.828030223348946,False,14827.794193312177
SH600036,48,100000.0,100243.1881563679,8060834.415916151,4543.4090639368205,8060.840500426412,48,100200.0,100435.45037458,8075589.85752287,4551.618020799413,8075.596347875267,0,200.0,192.26221821209765,14755.441606719047,8.208956862592458,14.755847448855093,False,14755.441606719047
SH600110,4,50600.0,50600.015084419836,724100.766002818,401.6469293298197,724.0860920903408,4,49600.0,49600.01478630877,709790.4741845804,393.70924297942804,709.7760902703735,0,-1000.0,-1000.0002981110665,-14310.29181823763,-7.937686350391687,-14.310001819967283,False,14310.29181823763
SH688692,12,1115.0,1373.761968066427,720206.1050195916,410.258546435568,720.1981178123629,5,1091.0,1091.0222274355124,706356.9014335724,398.4611553787049,706.3496050248995,-7,-24.0,-282.73974063091464,-13849.203586019226,-11.797391056863091,-13.848512787463392,False,13849.203586019226
SH601818,62,907600.0,907677.9087848925,6872964.225815884,3951.823863904976,6872.9277155612535,60,905600.0,905677.3381742,6859371.907108086,3933.8959636285194,6859.335860998264,-2,-2000.0,-2000.5706106924918,-13592.318707797676,-17.927900276456512,-13.591854562989283,False,13592.318707797676
SZ002354,10,151000.0,150996.96211343256,1942992.8624455554,1088.2731507305302,1942.9955940321984,10,152000.0,151996.96103247526,1956289.7996495878,1095.7213508767434,1956.2925521944362,0,1000.0,999.9989190427004,13296.937204032438,7.448200146213139,13.296958162237843,False,13296.937204032438
SH600919,62,514500.0,515669.01884433214,10096591.718243329,5709.553465444414,10096.608194410164,61,514400.0,515536.73357747967,10083565.569778413,5696.922106796047,10083.581805558462,-1,-100.0,-132.28526685247198,-13026.148464916274,-12.631358648366586,-13.026388851701995,False,13026.148464916274
SH600171,15,34100.0,34099.03055511549,2275022.0810462125,1284.2203259942946,2275.016944049123,16,33900.0,33899.04538597027,2262281.736538345,1280.996440797221,2262.27643503255,1,-200.0,-199.98516914522042,-12740.34450786747,-3.223885197073514,-12.740509016573014,False,12740.34450786747
SH603667,11,28000.0,27999.60394892502,1774470.5377687379,1013.6779176709118,1774.5360258007283,10,28200.0,28199.636734585292,1787108.2653722651,1016.8203894408222,1787.1742115896807,-1,200.0,200.03278566027075,12637.727603527252,3.142471769910344,12.638185788952342,False,12637.727603527252
SH601933,14,235300.0,235315.8163476395,2253230.9750651503,1284.2854763151242,2253.284269264274,13,234000.0,234015.84172603727,2240838.0549508235,1272.0752922778922,2240.8914022831573,-1,-1300.0,-1299.9746216022468,-12392.920114326756,-12.210184037232011,-12.39286698111664,False,12392.920114326756
SH688776,17,9024.0,9023.789623188806,1575094.150061485,889.4821401938009,1575.111636606032,11,9055.0,9055.091078643361,1587470.5525659467,904.0129741733257,1587.4892989634175,-6,31.0,31.301455454555253,12376.402504461817,14.5308339795248,12.377662357385361,False,12376.402504461817
SH600764,12,16800.0,16799.878084336262,921827.9289795724,519.6668250637339,921.842623561486,4,17400.0,17399.77590163925,934020.4085019471,524.2084077772807,934.0259704438702,-8,600.0,599.8978173029864,12192.479522374691,4.541582713546859,12.183346882384171,False,12192.479522374691
SH601888,8,12100.0,12100.180396413081,1466888.7396975402,822.9074595247891,1466.8960056546011,8,12000.0,12000.179040452767,1454776.6678478704,816.1252068818026,1454.783923723222,0,-100.0,-100.00135596031396,-12112.071849669795,-6.7822526429865775,-12.11208193137918,False,12112.071849669795
SH600645,16,30000.0,30000.048673343714,1485455.2743215647,835.486402018083,1485.4712855863372,8,30200.0,30199.973656419854,1497430.7419534526,843.8632073378734,1497.4534473741837,-8,200.0,199.92498307614005,11975.467631887877,8.376805319790378,11.982161787846508,False,11975.467631887877
SH601360,4,36600.0,36600.0,728699.7558836082,409.44518804857256,728.7059778886231,4,36000.0,36000.0,716753.8582461721,402.732971851055,716.7599782511047,0,-600.0,-600.0,-11945.897637436166,-6.7122161975175345,-11.945999637518412,False,11945.897637436166
SH688608,4,1575.0,1575.0107092403955,721830.2995942656,402.69849905843733,721.8249155443003,4,1549.0,1549.010532452935,709914.3708390587,396.05077780413933,709.9090756686484,0,-26.0,-26.000176787460532,-11915.928755206987,-6.6477212542980055,-11.915839875651955,False,11915.928755206987
SH601138,13,56600.0,56602.665285289564,2192311.857800807,1226.1009841404475,2192.2900778659655,13,56300.0,56302.69101964709,2180768.1695879917,1219.6710142669974,2180.7465160916913,0,-300.0,-299.97426564247144,-11543.688212815206,-6.429969873450091,-11.543561774274167,False,11543.688212815206
SH600562,4,13600.0,13599.56452077515,775989.489023581,437.82495276212364,776.0033483824611,4,13800.0,13799.558116668904,787401.0991562809,444.26355500862553,787.4151623292621,0,200.0,199.9935958937549,11411.610132699832,6.438602246501887,11.411813946800976,False,11411.610132699832
SH600810,4,44400.0,0.0,366221.85718087247,113.52877572607045,365.85600117961405,3,45900.0,100.0,377583.53223109693,122.21632940131951,377.20798025084275,-1,1500.0,100.0,11361.675050224469,8.687553675249063,11.351979071228698,False,11361.675050224469
SZ002139,50,140500.0,140499.15478202904,3659023.46491284,2117.511781111455,3659.019858768386,36,139900.0,139898.1066695909,3647677.72113284,2105.697891309574,3647.6760612086323,-14,-600.0,-601.0481124381477,-11345.743780000135,-11.813889801881032,-11.343797559753511,False,11345.743780000135
SZ300815,9,16300.0,16300.851532015782,771965.4283061447,439.80409108486884,771.9790072942632,7,16100.0,16099.908528878324,760759.8119968465,438.09690876997735,760.7598678250205,-2,-200.0,-200.9430031374577,-11205.616309298202,-1.7071823148914973,-11.219139469242691,False,11205.616309298202
SH688525,8,11882.0,11882.0,1397512.8868325064,782.6224746373689,1397.5143453788114,8,11787.0,11787.0,1386404.0913463605,776.3981313705838,1386.4055251126676,0,-95.0,-95.0,-11108.795486145886,-6.224343266785127,-11.108820266143766,False,11108.795486145886
SZ300287,12,142400.0,142401.76878746419,1397435.9385217621,783.4845280540686,1397.44101757252,10,141300.0,141301.20619528613,1386452.571036884,785.0867006315327,1386.4553364145308,-2,-1100.0,-1100.5625921780593,-10983.36748487805,1.6021725774641027,-10.98568115798912,False,10983.36748487805
SZ300251,14,58700.0,58699.880464619346,2124173.7976871147,1199.167052018662,2124.1807164869515,14,58400.0,58399.88553507386,2113260.0506604495,1191.4486753268552,2113.2668075510064,0,-300.0,-299.99492954548623,-10913.747026665136,-7.718376691806725,-10.913908935945074,False,10913.747026665136
SH688122,8,8823.0,8823.345246690975,763843.9373868547,427.70726670655677,763.8445198784017,6,8956.0,8956.502417015068,774625.7153937444,444.501796437708,774.6304881337793,-2,133.0,133.15717032409339,10781.778006889741,16.794529731151215,10.785968255377611,False,10781.778006889741
SH603288,61,106100.0,95500.75309416544,7825525.683027936,4309.474975297894,7825.095738740384,58,106000.0,95600.76128575338,7836301.493264519,4341.897381455795,7835.87817742186,-3,-100.0,100.00819158794184,10775.810236582533,32.422406157900696,10.782438681475469,False,10775.810236582533
SZ002640,16,134300.0,134303.42532766968,1164972.9119722296,676.4255881258914,1164.9768167761167,14,132100.0,132103.40074065805,1154200.6054175403,675.7512022352245,1154.205088462209,-2,-2200.0,-2200.024587011634,-10772.306554689305,-0.6743858906669402,-10.771728313907715,False,10772.306554689305
SZ300024,8,42800.0,42799.996978672265,1477333.9521515816,826.9181543708835,1477.3338740498657,8,42500.0,42499.99645944846,1466698.9529229498,820.9629614006733,1466.698865812619,0,-300.0,-300.00051922380226,-10634.999228631845,-5.955192970210192,-10.635008237246666,False,10634.999228631845
SZ002673,4,59600.00000000001,59588.802347206976,904636.5817377942,507.8389358850246,904.6424561806493,4,58900.0,58888.93386326327,894011.655442216,501.87438462463,894.017460889937,0,-700.0000000000073,-699.8684839437046,-10624.926295578247,-5.9645512603946145,-10.624995290712377,False,10624.926295578247
SH688411,2,869.0,868.9994909886243,399731.20258617983,228.09233666305474,399.7485737876034,2,846.0,845.999504460732,389151.43542912323,222.05537033020056,389.16834686342054,0,-23.0,-22.999986527892247,-10579.767157056602,-6.036966332854178,-10.580226924182853,False,10579.767157056602
SH601519,10,30000.0,29995.87798610806,793985.0981616862,462.65103880164395,793.9816517977345,10,29600.0,29595.929763499633,783463.8102033258,457.12709085608424,783.4603345221732,0,-400.0,-399.94822260842557,-10521.287958360394,-5.523947945559712,-10.521317275561273,False,10521.287958360394
SZ300368,3,14100.0,14099.177705487582,362717.13028383756,205.9170393553429,362.71945370902216,2,14500.0,14499.177531481937,373071.925095104,209.4405969912077,373.07437944521547,-1,400.0,399.999825994355,10354.794811266416,3.523557635864819,10.354925736193309,False,10354.794811266416
SH600118,8,13800.0,13799.967315498814,688536.7329855652,394.456251109631,688.5651661508504,4,13600.0,13599.96869638873,678202.2257301363,386.8654869110435,678.2311929232965,-4,-200.0,-199.99861911008338,-10334.507255428936,-7.590764198587522,-10.333973227553884,False,10334.507255428936
SZ002843,8,17600.0,17600.171416978053,726982.8330858069,405.6090349012256,726.9775546568211,6,17400.0,17400.83707791338,716692.8900733342,404.4721820626056,716.6809430331823,-2,-200.0,-199.33433906467326,-10289.943012472708,-1.1368528386199728,-10.296611623638796,False,10289.943012472708
SZ300280,22,64800.0,64822.89042161941,1484826.014710377,835.7570685589072,1484.825816518347,13,64000.0,64013.5907254719,1495060.0335204187,847.5811887848297,1495.0487382090669,-9,-800.0,-809.2996961475146,10234.018810041714,11.824120225922456,10.222921690719886,False,10234.018810041714
SH688068,4,2142.0,2141.9704647310105,753272.7009355156,421.4449666488864,753.2719032237807,4,2171.0,2170.970064860422,763471.0708361365,427.1508041992215,763.4702623243827,0,29.0,28.999600129411647,10198.369900620892,5.705837550335104,10.198359100602033,False,10198.369900620892
SZ002155,2,12500.0,12499.477724397557,421865.79899578146,236.23093457924358,421.8661652104869,2,12800.0,12799.465189783099,431990.5781716802,241.90047700914542,431.9909531755386,0,300.0,299.98746538554224,10124.779175898759,5.669542429901838,10.124787965051723,False,10124.779175898759
SZ002230,10,19900.0,19900.034975060924,1832034.6816975567,1024.4810863219761,1832.030680386401,10,20000.0,20000.035659009714,1841862.9023879906,1029.9354411827924,1841.858713109964,0,100.0,100.00068394879054,9828.220690433867,5.454354860816238,9.828032723562956,False,9828.220690433867
SZ300572,3,7700.0,7700.583511112363,375226.1834647377,211.40351769217634,375.2293488115463,2,7900.0,7900.560981939862,384977.54945025715,216.3043825463809,384.98080225045237,-1,200.0,199.97747082749902,9751.365985519427,4.9008648542045705,9.751453438906083,False,9751.365985519427
SZ002881,14,8800.0,8799.693224777364,752672.0739242447,425.12003242405433,752.6574714060696,6,8600.0,8599.979945253846,742921.9835354032,421.10833546716384,742.913164687579,-8,-200.0,-199.71327952351749,-9750.090388841578,-4.011696956890489,-9.744306718490634,False,9750.090388841578
SH600825,20,55000.0,54997.93963909699,734059.6173916627,423.49166991822517,734.0584678721618,10,55499.99999999999,55501.42729901541,743704.0093711617,444.9227040365909,743.7106400355531,-10,499.9999999999927,503.48765991842083,9644.391979499022,21.431034118365744,9.652172163391242,False,9644.391979499022
SZ002050,6,21100.0,21100.265335585424,1092112.2253395305,614.2283002305762,1092.1238992795666,6,20900.0,20900.26274885936,1082530.165467274,608.8642266581435,1082.5418373450727,0,-200.0,-200.00258672606287,-9582.059872256592,-5.364073572432744,-9.582061934493822,False,9582.059872256592
SH688029,14,5828.0,5827.998079847479,780412.7334224735,441.3754288147752,780.4053052385497,4,5847.0,5847.410802692415,789963.8493906235,440.5227354408317,789.9572112669398,-10,19.0,19.41272284493607,9551.11596814997,-0.8526933739435094,9.551906028390135,False,9551.11596814997
SH601881,2,12100.0,12096.628912294851,383518.26584950724,214.2980413879021,383.5167606162835,2,11800.0,11796.712492981758,374009.54851439554,208.9848668080368,374.0080806010037,0,-300.0,-299.9164193130928,-9508.717335111694,-5.31317457986529,-9.508680015279765,False,9508.717335111694
SH603686,2,8300.0,8300.123602581052,388105.9272906608,218.4880225761957,388.11091021472237,2,8100.000000000001,8100.120624205606,378753.97723546415,213.22325094785367,378.75884008906644,0,-199.9999999999991,-200.00297837544622,-9351.950055196648,-5.264771628342032,-9.352070125655928,False,9351.950055196648
SZ000501,12,38000.0,37997.64181528007,741328.586632154,426.72859607623064,741.3426573088341,5,38300.0,38298.64842994847,750605.1463272389,427.4264492369616,750.6165728848581,-7,300.0,301.0066146684039,9276.559695084929,0.6978531607309719,9.273915576024024,False,9276.559695084929
SH601229,67,289400.0,289398.2765679802,5464513.41910164,3220.52986919107,5464.484969980485,67,289100.0,289098.38316446997,5455431.227369264,3212.8369561663058,5455.402876156517,0,-300.0,-299.89340351021383,-9082.191732375883,-7.692913024764039,-9.082093823968535,False,9082.191732375883
SZ000686,2,43000.0,0.0,386956.57726400404,119.95653895184124,386.5700072566778,2,42000.0,0.0,377957.58709507366,117.16685199947283,377.5800070879178,0,-1000.0,0.0,-8998.99016893038,-2.789686952368413,-8.990000168759991,False,8998.99016893038
