factor,source_family,batch_id,dependency_class,cross_sectional_operator_present,max_lookback_trading_days,state_propagation_rule,classification_evidence,classifier_version,affected_date_count,fallback_sensitive,filter_only_reuse_allowed,recompute_policy,review_status
alpha360_OPEN17,alpha360,alpha360_008,pure_time_series,False,17,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 17)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN18,alpha360,alpha360_008,pure_time_series,False,18,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 18)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN19,alpha360,alpha360_008,pure_time_series,False,19,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 19)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN2,alpha360,alpha360_008,pure_time_series,False,2,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 2)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN20,alpha360,alpha360_008,pure_time_series,False,20,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 20)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN21,alpha360,alpha360_008,pure_time_series,False,21,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 21)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN22,alpha360,alpha360_008,pure_time_series,False,22,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 22)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN23,alpha360,alpha360_008,pure_time_series,False,23,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 23)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN24,alpha360,alpha360_008,pure_time_series,False,24,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 24)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN25,alpha360,alpha360_008,pure_time_series,False,25,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 25)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN26,alpha360,alpha360_008,pure_time_series,False,26,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 26)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN27,alpha360,alpha360_008,pure_time_series,False,27,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 27)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN28,alpha360,alpha360_009,pure_time_series,False,28,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 28)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN29,alpha360,alpha360_009,pure_time_series,False,29,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 29)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN3,alpha360,alpha360_009,pure_time_series,False,3,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 3)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN30,alpha360,alpha360_009,pure_time_series,False,30,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 30)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN31,alpha360,alpha360_009,pure_time_series,False,31,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 31)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN32,alpha360,alpha360_009,pure_time_series,False,32,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 32)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN33,alpha360,alpha360_009,pure_time_series,False,33,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 33)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN34,alpha360,alpha360_009,pure_time_series,False,34,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 34)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN35,alpha360,alpha360_009,pure_time_series,False,35,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 35)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN36,alpha360,alpha360_009,pure_time_series,False,36,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 36)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN37,alpha360,alpha360_009,pure_time_series,False,37,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 37)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN38,alpha360,alpha360_009,pure_time_series,False,38,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 38)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN39,alpha360,alpha360_009,pure_time_series,False,39,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 39)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN4,alpha360,alpha360_009,pure_time_series,False,4,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 4)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN40,alpha360,alpha360_009,pure_time_series,False,40,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 40)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN41,alpha360,alpha360_009,pure_time_series,False,41,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 41)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN42,alpha360,alpha360_009,pure_time_series,False,42,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 42)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN43,alpha360,alpha360_009,pure_time_series,False,43,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 43)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN44,alpha360,alpha360_009,pure_time_series,False,44,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 44)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN45,alpha360,alpha360_009,pure_time_series,False,45,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 45)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN46,alpha360,alpha360_009,pure_time_series,False,46,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 46)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN47,alpha360,alpha360_009,pure_time_series,False,47,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 47)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN48,alpha360,alpha360_009,pure_time_series,False,48,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 48)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN49,alpha360,alpha360_009,pure_time_series,False,49,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 49)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN5,alpha360,alpha360_009,pure_time_series,False,5,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 5)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN50,alpha360,alpha360_010,pure_time_series,False,50,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 50)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN51,alpha360,alpha360_010,pure_time_series,False,51,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 51)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN52,alpha360,alpha360_010,pure_time_series,False,52,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 52)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN53,alpha360,alpha360_010,pure_time_series,False,53,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 53)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN54,alpha360,alpha360_010,pure_time_series,False,54,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 54)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN55,alpha360,alpha360_010,pure_time_series,False,55,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 55)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN56,alpha360,alpha360_010,pure_time_series,False,56,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 56)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN57,alpha360,alpha360_010,pure_time_series,False,57,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 57)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN58,alpha360,alpha360_010,pure_time_series,False,58,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 58)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
