factor,source_family,batch_id,dependency_class,cross_sectional_operator_present,max_lookback_trading_days,state_propagation_rule,classification_evidence,classifier_version,affected_date_count,fallback_sensitive,filter_only_reuse_allowed,recompute_policy,review_status
alpha360_HIGH39,alpha360,alpha360_004,pure_time_series,False,39,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 39)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH4,alpha360,alpha360_004,pure_time_series,False,4,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 4)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH40,alpha360,alpha360_004,pure_time_series,False,40,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 40)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH41,alpha360,alpha360_004,pure_time_series,False,41,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 41)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH42,alpha360,alpha360_004,pure_time_series,False,42,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 42)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH43,alpha360,alpha360_004,pure_time_series,False,43,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 43)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH44,alpha360,alpha360_004,pure_time_series,False,44,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 44)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH45,alpha360,alpha360_004,pure_time_series,False,45,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 45)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH46,alpha360,alpha360_005,pure_time_series,False,46,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 46)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH47,alpha360,alpha360_005,pure_time_series,False,47,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 47)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH48,alpha360,alpha360_005,pure_time_series,False,48,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 48)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH49,alpha360,alpha360_005,pure_time_series,False,49,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 49)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH5,alpha360,alpha360_005,pure_time_series,False,5,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 5)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH50,alpha360,alpha360_005,pure_time_series,False,50,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 50)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH51,alpha360,alpha360_005,pure_time_series,False,51,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 51)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH52,alpha360,alpha360_005,pure_time_series,False,52,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 52)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH53,alpha360,alpha360_005,pure_time_series,False,53,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 53)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH54,alpha360,alpha360_005,pure_time_series,False,54,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 54)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH55,alpha360,alpha360_005,pure_time_series,False,55,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 55)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH56,alpha360,alpha360_005,pure_time_series,False,56,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 56)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH57,alpha360,alpha360_005,pure_time_series,False,57,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 57)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH58,alpha360,alpha360_005,pure_time_series,False,58,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 58)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH59,alpha360,alpha360_005,pure_time_series,False,59,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 59)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH6,alpha360,alpha360_005,pure_time_series,False,6,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 6)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH7,alpha360,alpha360_005,pure_time_series,False,7,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 7)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH8,alpha360,alpha360_005,pure_time_series,False,8,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 8)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_HIGH9,alpha360,alpha360_005,pure_time_series,False,9,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($high, 9)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW0,alpha360,alpha360_005,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=$low/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW1,alpha360,alpha360_005,pure_time_series,False,1,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 1)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW10,alpha360,alpha360_005,pure_time_series,False,10,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 10)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW11,alpha360,alpha360_005,pure_time_series,False,11,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 11)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW12,alpha360,alpha360_005,pure_time_series,False,12,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 12)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW13,alpha360,alpha360_005,pure_time_series,False,13,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 13)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW14,alpha360,alpha360_006,pure_time_series,False,14,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 14)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW15,alpha360,alpha360_006,pure_time_series,False,15,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 15)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW16,alpha360,alpha360_006,pure_time_series,False,16,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 16)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW17,alpha360,alpha360_006,pure_time_series,False,17,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 17)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW18,alpha360,alpha360_006,pure_time_series,False,18,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 18)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW19,alpha360,alpha360_006,pure_time_series,False,19,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 19)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW2,alpha360,alpha360_006,pure_time_series,False,2,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 2)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW20,alpha360,alpha360_006,pure_time_series,False,20,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 20)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW21,alpha360,alpha360_006,pure_time_series,False,21,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 21)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW22,alpha360,alpha360_006,pure_time_series,False,22,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 22)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW23,alpha360,alpha360_006,pure_time_series,False,23,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 23)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW24,alpha360,alpha360_006,pure_time_series,False,24,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 24)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW25,alpha360,alpha360_006,pure_time_series,False,25,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 25)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW26,alpha360,alpha360_006,pure_time_series,False,26,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 26)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW27,alpha360,alpha360_006,pure_time_series,False,27,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 27)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW28,alpha360,alpha360_006,pure_time_series,False,28,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 28)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW29,alpha360,alpha360_006,pure_time_series,False,29,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 29)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW3,alpha360,alpha360_006,pure_time_series,False,3,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 3)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW30,alpha360,alpha360_006,pure_time_series,False,30,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 30)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW31,alpha360,alpha360_006,pure_time_series,False,31,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 31)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW32,alpha360,alpha360_006,pure_time_series,False,32,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 32)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW33,alpha360,alpha360_006,pure_time_series,False,33,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 33)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW34,alpha360,alpha360_006,pure_time_series,False,34,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 34)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW35,alpha360,alpha360_006,pure_time_series,False,35,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 35)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW36,alpha360,alpha360_006,pure_time_series,False,36,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 36)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW37,alpha360,alpha360_007,pure_time_series,False,37,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 37)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW38,alpha360,alpha360_007,pure_time_series,False,38,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 38)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW39,alpha360,alpha360_007,pure_time_series,False,39,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 39)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW4,alpha360,alpha360_007,pure_time_series,False,4,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 4)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW40,alpha360,alpha360_007,pure_time_series,False,40,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 40)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW41,alpha360,alpha360_007,pure_time_series,False,41,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 41)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW42,alpha360,alpha360_007,pure_time_series,False,42,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 42)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW43,alpha360,alpha360_007,pure_time_series,False,43,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 43)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW44,alpha360,alpha360_007,pure_time_series,False,44,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 44)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW45,alpha360,alpha360_007,pure_time_series,False,45,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 45)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW46,alpha360,alpha360_007,pure_time_series,False,46,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 46)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW47,alpha360,alpha360_007,pure_time_series,False,47,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 47)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW48,alpha360,alpha360_007,pure_time_series,False,48,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 48)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW49,alpha360,alpha360_007,pure_time_series,False,49,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 49)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW5,alpha360,alpha360_007,pure_time_series,False,5,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 5)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW50,alpha360,alpha360_007,pure_time_series,False,50,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 50)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW51,alpha360,alpha360_007,pure_time_series,False,51,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 51)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW52,alpha360,alpha360_007,pure_time_series,False,52,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 52)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW53,alpha360,alpha360_007,pure_time_series,False,53,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 53)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW54,alpha360,alpha360_007,pure_time_series,False,54,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 54)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW55,alpha360,alpha360_007,pure_time_series,False,55,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 55)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW56,alpha360,alpha360_007,pure_time_series,False,56,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 56)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW57,alpha360,alpha360_007,pure_time_series,False,57,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 57)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW58,alpha360,alpha360_007,pure_time_series,False,58,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 58)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW59,alpha360,alpha360_007,pure_time_series,False,59,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 59)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW6,alpha360,alpha360_008,pure_time_series,False,6,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 6)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW7,alpha360,alpha360_008,pure_time_series,False,7,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 7)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW8,alpha360,alpha360_008,pure_time_series,False,8,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 8)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_LOW9,alpha360,alpha360_008,pure_time_series,False,9,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($low, 9)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN0,alpha360,alpha360_008,pure_time_series,False,0,instrument_local_history_only,"qlib_per_instrument_expression;expression=$open/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN1,alpha360,alpha360_008,pure_time_series,False,1,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 1)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN10,alpha360,alpha360_008,pure_time_series,False,10,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 10)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN11,alpha360,alpha360_008,pure_time_series,False,11,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 11)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN12,alpha360,alpha360_008,pure_time_series,False,12,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 12)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN13,alpha360,alpha360_008,pure_time_series,False,13,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 13)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN14,alpha360,alpha360_008,pure_time_series,False,14,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 14)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN15,alpha360,alpha360_008,pure_time_series,False,15,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 15)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
alpha360_OPEN16,alpha360,alpha360_008,pure_time_series,False,16,instrument_local_history_only,"qlib_per_instrument_expression;expression=Ref($open, 16)/$close;Qlib Rank is rolling Rank(value,window), not cross-sectional rank",factor_dependency_ast_v1,0,False,True,filter_only_common_keys_bit_identical_candidate,proven
