factor,rows,finite_count,missing_count,infinite_count,first_finite_date,last_finite_date,min_count_variable_dates,coverage,source,economic_family
alpha360_VOLUME57,6640610,6307944,332666,0,2010-01-29,2023-12-29,3382,0.9499043009603033,alpha360,Liquidity
alpha360_VOLUME58,6640610,6307433,333177,0,2010-01-29,2023-12-29,3382,0.9498273501982498,alpha360,Liquidity
alpha360_VOLUME59,6640610,6306982,333628,0,2010-01-29,2023-12-29,3382,0.9497594347507232,alpha360,Liquidity
alpha360_VOLUME6,6640610,6373274,267336,0,2010-01-29,2023-12-29,3382,0.9597422525942647,alpha360,Liquidity
alpha360_VOLUME7,6640610,6369710,270900,0,2010-01-29,2023-12-29,3382,0.959205554911371,alpha360,Liquidity
alpha360_VOLUME8,6640610,6366413,274197,0,2010-01-29,2023-12-29,3382,0.9587090643781219,alpha360,Liquidity
alpha360_VOLUME9,6640610,6363307,277303,0,2010-01-29,2023-12-29,3382,0.9582413362627831,alpha360,Liquidity
alpha360_VWAP0,6640610,6426163,214447,0,2010-01-29,2023-12-29,3382,0.9677067317610882,alpha360,PriceTrend
alpha360_VWAP1,6640610,6403308,237302,0,2010-01-29,2023-12-29,3382,0.9642650298692439,alpha360,PriceTrend
alpha360_VWAP10,6640610,6360421,280189,0,2010-01-29,2023-12-29,3382,0.9578067376340427,alpha360,PriceTrend
alpha360_VWAP11,6640610,6358242,282368,0,2010-01-29,2023-12-29,3382,0.9574786051281433,alpha360,PriceTrend
alpha360_VWAP12,6640610,6356235,284375,0,2010-01-29,2023-12-29,3382,0.957176373857221,alpha360,PriceTrend
alpha360_VWAP13,6640610,6354189,286421,0,2010-01-29,2023-12-29,3382,0.9568682696318561,alpha360,PriceTrend
alpha360_VWAP14,6640610,6352187,288423,0,2010-01-29,2023-12-29,3382,0.956566791303811,alpha360,PriceTrend
alpha360_VWAP15,6640610,6350283,290327,0,2010-01-29,2023-12-29,3382,0.9562800706561596,alpha360,PriceTrend
alpha360_VWAP16,6640610,6348525,292085,0,2010-01-29,2023-12-29,3382,0.9560153359405236,alpha360,PriceTrend
alpha360_VWAP17,6640610,6346772,293838,0,2010-01-29,2023-12-29,3382,0.9557513541677647,alpha360,PriceTrend
alpha360_VWAP18,6640610,6345106,295504,0,2010-01-29,2023-12-29,3382,0.9555004736010698,alpha360,PriceTrend
alpha360_VWAP19,6640610,6343480,297130,0,2010-01-29,2023-12-29,3382,0.9552556165773928,alpha360,PriceTrend
alpha360_VWAP2,6640610,6395477,245133,0,2010-01-29,2023-12-29,3382,0.9630857707349174,alpha360,PriceTrend
alpha360_VWAP20,6640610,6341899,298711,0,2010-01-29,2023-12-29,3382,0.9550175360396108,alpha360,PriceTrend
alpha360_VWAP21,6640610,6340412,300198,0,2010-01-29,2023-12-29,3382,0.9547936108279209,alpha360,PriceTrend
alpha360_VWAP22,6640610,6339002,301608,0,2010-01-29,2023-12-29,3382,0.9545812809365405,alpha360,PriceTrend
alpha360_VWAP23,6640610,6337558,303052,0,2010-01-29,2023-12-29,3382,0.9543638310335948,alpha360,PriceTrend
alpha360_VWAP24,6640610,6336228,304382,0,2010-01-29,2023-12-29,3382,0.9541635482282501,alpha360,PriceTrend
alpha360_VWAP25,6640610,6334877,305733,0,2010-01-29,2023-12-29,3382,0.9539601030628211,alpha360,PriceTrend
alpha360_VWAP26,6640610,6333673,306937,0,2010-01-29,2023-12-29,3382,0.9537787944179826,alpha360,PriceTrend
alpha360_VWAP27,6640610,6332455,308155,0,2010-01-29,2023-12-29,3382,0.9535953775330881,alpha360,PriceTrend
alpha360_VWAP28,6640610,6331273,309337,0,2010-01-29,2023-12-29,3382,0.9534173818369096,alpha360,PriceTrend
alpha360_VWAP29,6640610,6330110,310500,0,2010-01-29,2023-12-29,3382,0.9532422473236646,alpha360,PriceTrend
alpha360_VWAP3,6640610,6388709,251901,0,2010-01-29,2023-12-29,3382,0.9620665872562912,alpha360,PriceTrend
alpha360_VWAP30,6640610,6329007,311603,0,2010-01-29,2023-12-29,3382,0.9530761481249463,alpha360,PriceTrend
alpha360_VWAP31,6640610,6327915,312695,0,2010-01-29,2023-12-29,3382,0.952911705400558,alpha360,PriceTrend
alpha360_VWAP32,6640610,6326889,313721,0,2010-01-29,2023-12-29,3382,0.9527572015221493,alpha360,PriceTrend
alpha360_VWAP33,6640610,6325870,314740,0,2010-01-29,2023-12-29,3382,0.9526037517637687,alpha360,PriceTrend
alpha360_VWAP34,6640610,6324936,315674,0,2010-01-29,2023-12-29,3382,0.9524631020343011,alpha360,PriceTrend
alpha360_VWAP35,6640610,6323987,316623,0,2010-01-29,2023-12-29,3382,0.9523201934762018,alpha360,PriceTrend
alpha360_VWAP36,6640610,6323017,317593,0,2010-01-29,2023-12-29,3382,0.952174122558018,alpha360,PriceTrend
alpha360_VWAP37,6640610,6322102,318508,0,2010-01-29,2023-12-29,3382,0.9520363340114839,alpha360,PriceTrend
alpha360_VWAP38,6640610,6321176,319434,0,2010-01-29,2023-12-29,3382,0.9518968889906199,alpha360,PriceTrend
alpha360_VWAP39,6640610,6320261,320349,0,2010-01-29,2023-12-29,3382,0.9517591004440857,alpha360,PriceTrend
alpha360_VWAP4,6640610,6382683,257927,0,2010-01-29,2023-12-29,3382,0.9611591405006468,alpha360,PriceTrend
alpha360_VWAP40,6640610,6319416,321194,0,2010-01-29,2023-12-29,3382,0.9516318530978328,alpha360,PriceTrend
alpha360_VWAP41,6640610,6318588,322022,0,2010-01-29,2023-12-29,3382,0.9515071657573626,alpha360,PriceTrend
alpha360_VWAP42,6640610,6317813,322797,0,2010-01-29,2023-12-29,3382,0.9513904596113911,alpha360,PriceTrend
alpha360_VWAP43,6640610,6317032,323578,0,2010-01-29,2023-12-29,3382,0.9512728499339669,alpha360,PriceTrend
alpha360_VWAP44,6640610,6316250,324360,0,2010-01-29,2023-12-29,3382,0.9511550896679672,alpha360,PriceTrend
alpha360_VWAP45,6640610,6315494,325116,0,2010-01-29,2023-12-29,3382,0.9510412447049292,alpha360,PriceTrend
alpha360_VWAP46,6640610,6314760,325850,0,2010-01-29,2023-12-29,3382,0.9509307126905511,alpha360,PriceTrend
alpha360_VWAP47,6640610,6314052,326558,0,2010-01-29,2023-12-29,3382,0.9508240959791344,alpha360,PriceTrend
alpha360_VWAP48,6640610,6313347,327263,0,2010-01-29,2023-12-29,3382,0.9507179310334443,alpha360,PriceTrend
alpha360_VWAP49,6640610,6312696,327914,0,2010-01-29,2023-12-29,3382,0.9506198978708281,alpha360,PriceTrend
alpha360_VWAP5,6640610,6377363,263247,0,2010-01-29,2023-12-29,3382,0.9603580092792681,alpha360,PriceTrend
alpha360_VWAP50,6640610,6312038,328572,0,2010-01-29,2023-12-29,3382,0.9505208105881839,alpha360,PriceTrend
alpha360_VWAP51,6640610,6311393,329217,0,2010-01-29,2023-12-29,3382,0.9504236809570206,alpha360,PriceTrend
alpha360_VWAP52,6640610,6310744,329866,0,2010-01-29,2023-12-29,3382,0.9503259489715553,alpha360,PriceTrend
alpha360_VWAP53,6640610,6310075,330535,0,2010-01-29,2023-12-29,3382,0.9502252052145812,alpha360,PriceTrend
alpha360_VWAP54,6640610,6309489,331121,0,2010-01-29,2023-12-29,3382,0.9501369603093691,alpha360,PriceTrend
alpha360_VWAP55,6640610,6308932,331678,0,2010-01-29,2023-12-29,3382,0.9500530824728451,alpha360,PriceTrend
alpha360_VWAP56,6640610,6308422,332188,0,2010-01-29,2023-12-29,3382,0.949976282299367,alpha360,PriceTrend
alpha360_VWAP57,6640610,6307944,332666,0,2010-01-29,2023-12-29,3382,0.9499043009603033,alpha360,PriceTrend
alpha360_VWAP58,6640610,6307433,333177,0,2010-01-29,2023-12-29,3382,0.9498273501982498,alpha360,PriceTrend
alpha360_VWAP59,6640610,6306982,333628,0,2010-01-29,2023-12-29,3382,0.9497594347507232,alpha360,PriceTrend
alpha360_VWAP6,6640610,6373274,267336,0,2010-01-29,2023-12-29,3382,0.9597422525942647,alpha360,PriceTrend
alpha360_VWAP7,6640610,6369710,270900,0,2010-01-29,2023-12-29,3382,0.959205554911371,alpha360,PriceTrend
alpha360_VWAP8,6640610,6366413,274197,0,2010-01-29,2023-12-29,3382,0.9587090643781219,alpha360,PriceTrend
alpha360_VWAP9,6640610,6363307,277303,0,2010-01-29,2023-12-29,3382,0.9582413362627831,alpha360,PriceTrend
amount_cv_20,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,project_basic,Liquidity
amount_mean_20,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,project_basic,Liquidity
amount_std_20,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,project_basic,Liquidity
amplitude_20,6640610,5902626,737984,0,2010-01-29,2023-12-29,3382,0.8888680407372215,project_basic,VolatilityRisk
corr_ret_amount_20,6640610,5877290,763320,0,2010-01-29,2023-12-29,3382,0.8850527285896929,project_basic,Liquidity
corr_ret_volume_20,6640610,5877290,763320,0,2010-01-29,2023-12-29,3382,0.8850527285896929,project_basic,Liquidity
downside_std_20,6640610,5877290,763320,0,2010-01-29,2023-12-29,3382,0.8850527285896929,project_basic,VolatilityRisk
kunquant_alpha101_alpha001,6640610,5766052,874558,0,2010-01-29,2023-12-29,3382,0.8683015566341044,alpha101,Multi
kunquant_alpha101_alpha002,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha003,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha004,6640610,6178459,462151,0,2010-01-29,2023-12-29,3382,0.9304053392685311,alpha101,Multi
kunquant_alpha101_alpha005,6640610,6148278,492332,0,2010-01-29,2023-12-29,3382,0.9258604254729611,alpha101,Multi
kunquant_alpha101_alpha005_canonical_vwap_v2,6640610,6224767,415843,0,2010-01-29,2023-12-29,3382,0.9373787950203369,alpha101,TradingBehavior
kunquant_alpha101_alpha006,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha007,6640610,5449251,1191359,0,2010-01-29,2023-12-29,3382,0.8205949453438766,alpha101,Multi
kunquant_alpha101_alpha008,6640610,6032394,608216,0,2010-01-29,2023-12-29,3382,0.9084096189958453,alpha101,Multi
kunquant_alpha101_alpha009,6640610,6394617,245993,0,2010-01-29,2023-12-29,3382,0.9629562645600329,alpha101,Multi
kunquant_alpha101_alpha010,6640610,6394617,245993,0,2010-01-29,2023-12-29,3382,0.9629562645600329,alpha101,Multi
kunquant_alpha101_alpha011,6640610,6331983,308627,0,2010-01-29,2023-12-29,3382,0.953524299725477,alpha101,Multi
kunquant_alpha101_alpha011_canonical_vwap_v2,6640610,6331983,308627,0,2010-01-29,2023-12-29,3382,0.953524299725477,alpha101,TradingBehavior
kunquant_alpha101_alpha012,6640610,6394617,245993,0,2010-01-29,2023-12-29,3382,0.9629562645600329,alpha101,Multi
kunquant_alpha101_alpha013,6640610,6300913,339697,0,2010-01-29,2023-12-29,3382,0.9488455126863345,alpha101,Multi
kunquant_alpha101_alpha014,6640610,6315721,324889,0,2010-01-29,2023-12-29,3382,0.9510754283115557,alpha101,Multi
kunquant_alpha101_alpha015,6640610,6363081,277529,0,2010-01-29,2023-12-29,3382,0.958207303244732,alpha101,Multi
kunquant_alpha101_alpha016,6640610,6300913,339697,0,2010-01-29,2023-12-29,3382,0.9488455126863345,alpha101,Multi
kunquant_alpha101_alpha017,6640610,6147684,492926,0,2010-01-29,2023-12-29,3382,0.9257709758591455,alpha101,Multi
kunquant_alpha101_alpha018,6640610,6300913,339697,0,2010-01-29,2023-12-29,3382,0.9488455126863345,alpha101,Multi
kunquant_alpha101_alpha020,6640610,6394617,245993,0,2010-01-29,2023-12-29,3382,0.9629562645600329,alpha101,Multi
kunquant_alpha101_alpha022,6640610,5859070,781540,0,2010-01-29,2023-12-29,3382,0.882309004745046,alpha101,Multi
kunquant_alpha101_alpha024,6640610,6362705,277905,0,2010-01-29,2023-12-29,3382,0.9581506819403639,alpha101,Multi
kunquant_alpha101_alpha025,6640610,5859070,781540,0,2010-01-29,2023-12-29,3382,0.882309004745046,alpha101,Multi
kunquant_alpha101_alpha025_canonical_vwap_v2,6640610,5859070,781540,0,2010-01-29,2023-12-29,3382,0.882309004745046,alpha101,TradingBehavior
kunquant_alpha101_alpha026,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha028,6640610,6426163,214447,0,2010-01-29,2023-12-29,3382,0.9677067317610882,alpha101,Multi
kunquant_alpha101_alpha029,6640610,6088428,552182,0,2010-01-29,2023-12-29,3382,0.91684769923245,alpha101,Multi
kunquant_alpha101_alpha030,6640610,6331983,308627,0,2010-01-29,2023-12-29,3382,0.953524299725477,alpha101,Multi
kunquant_alpha101_alpha031,6640610,5859070,781540,0,2010-01-29,2023-12-29,3382,0.882309004745046,alpha101,Multi
kunquant_alpha101_alpha033,6640610,6426163,214447,0,2010-01-29,2023-12-29,3382,0.9677067317610882,alpha101,Multi
kunquant_alpha101_alpha034,6640610,6394551,246059,0,2010-01-29,2023-12-29,3382,0.9629463257140534,alpha101,Multi
kunquant_alpha101_alpha035,6640610,5520193,1120417,0,2010-01-29,2023-12-29,3382,0.8312780000632471,alpha101,Multi
kunquant_alpha101_alpha038,6640610,6147684,492926,0,2010-01-29,2023-12-29,3382,0.9257709758591455,alpha101,Multi
kunquant_alpha101_alpha040,6640610,6148278,492332,0,2010-01-29,2023-12-29,3382,0.9258604254729611,alpha101,Multi
kunquant_alpha101_alpha041,6640610,6426163,214447,0,2010-01-29,2023-12-29,3382,0.9677067317610882,alpha101,Multi
kunquant_alpha101_alpha041_canonical_vwap_v2,6640610,6426163,214447,0,2010-01-29,2023-12-29,3382,0.9677067317610882,alpha101,TradingBehavior
kunquant_alpha101_alpha042,6640610,6426163,214447,0,2010-01-29,2023-12-29,3382,0.9677067317610882,alpha101,Multi
kunquant_alpha101_alpha042_canonical_vwap_v2,6640610,6426163,214447,0,2010-01-29,2023-12-29,3382,0.9677067317610882,alpha101,TradingBehavior
kunquant_alpha101_alpha043,6640610,6000568,640042,0,2010-01-29,2023-12-29,3382,0.9036169869936648,alpha101,Multi
kunquant_alpha101_alpha044,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha045,6640610,5662822,977788,0,2010-01-29,2023-12-29,3382,0.8527562979906966,alpha101,Multi
kunquant_alpha101_alpha046,6640610,6403726,236884,0,2010-01-29,2023-12-29,3382,0.9643279758937808,alpha101,Multi
kunquant_alpha101_alpha047,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha047_canonical_vwap_v2,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,TradingBehavior
kunquant_alpha101_alpha049,6640610,6395108,245502,0,2010-01-29,2023-12-29,3382,0.9630302035505774,alpha101,Multi
kunquant_alpha101_alpha050,6640610,6300649,339961,0,2010-01-29,2023-12-29,3382,0.9488057573024165,alpha101,Multi
kunquant_alpha101_alpha050_canonical_vwap_v2,6640610,6300649,339961,0,2010-01-29,2023-12-29,3382,0.9488057573024165,alpha101,TradingBehavior
kunquant_alpha101_alpha051,6640610,6395967,244643,0,2010-01-29,2023-12-29,3382,0.9631595591368866,alpha101,Multi
kunquant_alpha101_alpha053,6640610,6285815,354795,0,2010-01-29,2023-12-29,3382,0.9465719263742337,alpha101,Multi
kunquant_alpha101_alpha054,6640610,6426163,214447,0,2010-01-29,2023-12-29,3382,0.9677067317610882,alpha101,Multi
kunquant_alpha101_alpha055,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha057,6640610,5570189,1070421,0,2010-01-29,2023-12-29,3382,0.8388068264813021,alpha101,Multi
kunquant_alpha101_alpha057_canonical_vwap_v2,6640610,5570189,1070421,0,2010-01-29,2023-12-29,3382,0.8388068264813021,alpha101,TradingBehavior
kunquant_alpha101_alpha060,6640610,6148278,492332,0,2010-01-29,2023-12-29,3382,0.9258604254729611,alpha101,Multi
kunquant_alpha101_alpha061,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha061_canonical_vwap_v2,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,TradingBehavior
kunquant_alpha101_alpha062,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha062_canonical_vwap_v2,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,TradingBehavior
kunquant_alpha101_alpha064,6640610,6640610,0,0,2010-01-29,2023-12-29,3293,1.0,alpha101,Multi
kunquant_alpha101_alpha064_canonical_vwap_v2,6640610,6640610,0,0,2010-01-29,2023-12-29,3338,1.0,alpha101,TradingBehavior
kunquant_alpha101_alpha065,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha065_canonical_vwap_v2,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,TradingBehavior
kunquant_alpha101_alpha066,6640610,4836655,1803955,0,2010-01-29,2023-12-29,3382,0.7283449863792634,alpha101,Multi
kunquant_alpha101_alpha066_canonical_vwap_v2,6640610,4987349,1653261,0,2010-01-29,2023-12-29,3382,0.7510377811676939,alpha101,TradingBehavior
kunquant_alpha101_alpha071,6640610,5886881,753729,0,2010-01-29,2023-12-29,3382,0.8864970236168063,alpha101,Multi
kunquant_alpha101_alpha071_canonical_vwap_v2,6640610,5886881,753729,0,2010-01-29,2023-12-29,3382,0.8864970236168063,alpha101,TradingBehavior
kunquant_alpha101_alpha072,6640610,4853133,1787477,0,2010-01-29,2023-12-29,3382,0.7308263849254812,alpha101,Multi
kunquant_alpha101_alpha072_canonical_vwap_v2,6640610,4853127,1787483,0,2010-01-29,2023-12-29,3382,0.7308254813940286,alpha101,TradingBehavior
kunquant_alpha101_alpha073,6640610,5831515,809095,0,2010-01-29,2023-12-29,3382,0.8781595365486002,alpha101,Multi
kunquant_alpha101_alpha073_canonical_vwap_v2,6640610,5831515,809095,0,2010-01-29,2023-12-29,3382,0.8781595365486002,alpha101,TradingBehavior
kunquant_alpha101_alpha074,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha074_canonical_vwap_v2,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,TradingBehavior
kunquant_alpha101_alpha075,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha075_canonical_vwap_v2,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,TradingBehavior
kunquant_alpha101_alpha077,6640610,6426146,214464,0,2010-01-29,2023-12-29,3382,0.9677041717553057,alpha101,Multi
kunquant_alpha101_alpha077_canonical_vwap_v2,6640610,6426146,214464,0,2010-01-29,2023-12-29,3382,0.9677041717553057,alpha101,TradingBehavior
kunquant_alpha101_alpha078,6640610,4809955,1830655,0,2010-01-29,2023-12-29,3382,0.7243242714148248,alpha101,Multi
kunquant_alpha101_alpha078_canonical_vwap_v2,6640610,4809955,1830655,0,2010-01-29,2023-12-29,3382,0.7243242714148248,alpha101,TradingBehavior
kunquant_alpha101_alpha081,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha081_canonical_vwap_v2,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,TradingBehavior
kunquant_alpha101_alpha083,6640610,6232091,408519,0,2010-01-29,2023-12-29,3382,0.9384817057469118,alpha101,Multi
kunquant_alpha101_alpha083_canonical_vwap_v2,6640610,6232091,408519,0,2010-01-29,2023-12-29,3382,0.9384817057469118,alpha101,TradingBehavior
kunquant_alpha101_alpha084,6640610,5477802,1162808,0,2010-01-29,2023-12-29,3382,0.8248943997614677,alpha101,Multi
kunquant_alpha101_alpha084_canonical_vwap_v2,6640610,5702376,938234,0,2010-01-29,2023-12-29,3382,0.8587126785039326,alpha101,TradingBehavior
kunquant_alpha101_alpha085,6640610,6426163,214447,0,2010-01-29,2023-12-29,3382,0.9677067317610882,alpha101,Multi
kunquant_alpha101_alpha088,6640610,6208813,431797,0,2010-01-29,2023-12-29,3382,0.9349763048876534,alpha101,Multi
kunquant_alpha101_alpha092,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha094,6640610,6088428,552182,0,2010-01-29,2023-12-29,3382,0.91684769923245,alpha101,Multi
kunquant_alpha101_alpha094_canonical_vwap_v2,6640610,6181409,459201,0,2010-01-29,2023-12-29,3382,0.9308495755661002,alpha101,TradingBehavior
kunquant_alpha101_alpha095,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha096,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha096_canonical_vwap_v2,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,TradingBehavior
kunquant_alpha101_alpha098,6640610,5344813,1295797,0,2010-01-29,2023-12-29,3382,0.8048677757013286,alpha101,Multi
kunquant_alpha101_alpha098_canonical_vwap_v2,6640610,5344813,1295797,0,2010-01-29,2023-12-29,3382,0.8048677757013286,alpha101,TradingBehavior
kunquant_alpha101_alpha099,6640610,6640610,0,0,2010-01-29,2023-12-29,3382,1.0,alpha101,Multi
kunquant_alpha101_alpha101,6640610,6426163,214447,0,2010-01-29,2023-12-29,3382,0.9677067317610882,alpha101,Multi
mature_abnormal_turnover_20,6640610,6425042,215568,0,2010-01-29,2023-12-29,3382,0.967537921968012,mature_public,TradingBehavior
mature_accruals_to_assets,6640610,6633849,6761,0,2010-01-29,2023-12-29,3382,0.9989818706414019,mature_public,Quality
mature_amihud_illiquidity_20,6640610,6384683,255927,0,2010-01-29,2023-12-29,3382,0.961460317651541,mature_public,Liquidity
mature_amount_momentum_20,6640610,6314560,326050,0,2010-01-29,2023-12-29,3382,0.9509005949754616,mature_public,Liquidity
mature_asset_growth_yoy,6640610,6577990,62620,0,2010-01-29,2023-12-29,3382,0.9905701434055004,mature_public,GrowthInvestment
mature_book_leverage,6640610,6633849,6761,0,2010-01-29,2023-12-29,3382,0.9989818706414019,mature_public,Leverage
mature_book_to_market_pit,6640610,6420046,220564,0,2010-01-29,2023-12-29,3382,0.9667855814450781,mature_public,Value
mature_book_to_price,6640610,6393260,247350,0,2010-01-29,2023-12-29,3382,0.9627519158631511,mature_public,Value
mature_cash_ratio,6640610,6449835,190775,0,2010-01-29,2023-12-29,3382,0.9712714645190728,mature_public,Quality
mature_cashflow_quality,6640610,6633849,6761,0,2010-01-29,2023-12-29,3382,0.9989818706414019,mature_public,Quality
mature_cashflow_to_price_pit,6640610,6420046,220564,0,2010-01-29,2023-12-29,3382,0.9667855814450781,mature_public,Value
mature_cashflow_to_sales,6640610,6628991,11619,0,2010-01-29,2023-12-29,3382,0.9982503113418797,mature_public,CashFlow
mature_current_ratio,6640610,6450266,190344,0,2010-01-29,2023-12-29,3382,0.9713363681950905,mature_public,Quality
mature_dividend_yield_ttm,6640610,4625377,2015233,0,2010-01-29,2023-12-29,3382,0.6965289333359436,mature_public,Value
mature_downside_volatility_60,6640610,6256720,383890,0,2010-01-29,2023-12-29,3382,0.9421905517715993,mature_public,VolatilityRisk
mature_earnings_to_price_pit,6640610,6420046,220564,0,2010-01-29,2023-12-29,3382,0.9667855814450781,mature_public,Value
mature_earnings_yield_ttm,6640610,5660682,979928,0,2010-01-29,2023-12-29,3382,0.8524340384392398,mature_public,Value
mature_extra_large_order_imbalance,6640610,5184308,1456302,0,2010-01-29,2023-12-29,3382,0.7806975563991863,mature_public,TradingBehavior
mature_float_market_cap_ratio,6640610,6425139,215471,0,2010-01-29,2023-12-29,3382,0.9675525290598304,mature_public,Size
mature_gross_margin,6640610,6439872,200738,0,2010-01-29,2023-12-29,3382,0.969771150541893,mature_public,Profitability
mature_gross_profitability,6640610,6440837,199773,0,2010-01-29,2023-12-29,3382,0.9699164685171995,mature_public,Profitability
mature_high_52w,6640610,5669614,970996,0,2010-01-29,2023-12-29,3382,0.8537790955951335,mature_public,MomentumTrend
mature_idiosyncratic_volatility_60,6640610,5784285,856325,0,2010-01-29,2023-12-29,3382,0.871047238130232,mature_public,VolatilityRisk
mature_institutional_flow_persistence_20,6640610,6186645,453965,0,2010-01-29,2023-12-29,3382,0.9316380573471413,mature_public,TradingBehavior
mature_institutional_order_imbalance,6640610,6151332,489278,0,2010-01-29,2023-12-29,3382,0.9263203229823767,mature_public,TradingBehavior
mature_intraday_return_20,6640610,6402495,238115,0,2010-01-29,2023-12-29,3382,0.9641426013574054,mature_public,TradingBehavior
mature_large_order_imbalance,6640610,6402210,238400,0,2010-01-29,2023-12-29,3382,0.964099683613403,mature_public,TradingBehavior
mature_log_float_market_cap,6640610,6425139,215471,0,2010-01-29,2023-12-29,3382,0.9675525290598304,mature_public,Size
mature_log_total_market_cap,6640610,6425139,215471,0,2010-01-29,2023-12-29,3382,0.9675525290598304,mature_public,Size
mature_market_beta_60,6640610,6131803,508807,0,2010-01-29,2023-12-29,3382,0.9233794786924695,mature_public,VolatilityRisk
mature_max_daily_return_21,6640610,6372837,267773,0,2010-01-29,2023-12-29,3382,0.9596764453867943,mature_public,VolatilityRisk
mature_max_drawdown_60,6640610,4916419,1724191,0,2010-01-29,2023-12-29,3382,0.7403565335112287,mature_public,VolatilityRisk
mature_medium_order_imbalance,6640610,6420388,220222,0,2010-01-29,2023-12-29,3382,0.966837082737881,mature_public,TradingBehavior
mature_momentum_12_1,6640610,5021057,1619553,0,2010-01-29,2023-12-29,3382,0.7561138208688659,mature_public,MomentumTrend
mature_net_flow_persistence_20,6640610,6078189,562421,0,2010-01-29,2023-12-29,3382,0.9153058228084469,mature_public,TradingBehavior
mature_net_flow_persistence_5,6640610,6123879,516731,0,2010-01-29,2023-12-29,3382,0.9221862148206265,mature_public,TradingBehavior
mature_net_flow_to_traded_amount,6640610,6139788,500822,0,2010-01-29,2023-12-29,3382,0.9245819284674149,mature_public,TradingBehavior
mature_net_income_growth_yoy,6640610,6627053,13557,0,2010-01-29,2023-12-29,3382,0.9979584706826632,mature_public,GrowthInvestment
mature_net_margin,6640610,6628991,11619,0,2010-01-29,2023-12-29,3382,0.9982503113418797,mature_public,Profitability
mature_operating_cashflow_to_assets,6640610,6633849,6761,0,2010-01-29,2023-12-29,3382,0.9989818706414019,mature_public,CashFlow
mature_operating_profitability,6640610,6633849,6761,0,2010-01-29,2023-12-29,3382,0.9989818706414019,mature_public,Profitability
mature_overall_order_imbalance,6640610,6164129,476481,0,2010-01-29,2023-12-29,3382,0.9282474049823736,mature_public,TradingBehavior
mature_overnight_return_20,6640610,6384683,255927,0,2010-01-29,2023-12-29,3382,0.961460317651541,mature_public,Reversal
mature_parkinson_volatility_20,6640610,6402495,238115,0,2010-01-29,2023-12-29,3382,0.9641426013574054,mature_public,VolatilityRisk
mature_realized_volatility_60,6640610,6278617,361993,0,2010-01-29,2023-12-29,3382,0.9454879898081652,mature_public,VolatilityRisk
mature_return_on_assets,6640610,6633849,6761,0,2010-01-29,2023-12-29,3382,0.9989818706414019,mature_public,Profitability
mature_return_skewness_60,6640610,6278617,361993,0,2010-01-29,2023-12-29,3382,0.9454879898081652,mature_public,VolatilityRisk
mature_revenue_growth_yoy,6640610,6618144,22466,0,2010-01-29,2023-12-29,3382,0.9966168770640047,mature_public,GrowthInvestment
