factor,compared_rows,changed_rows,max_absolute_difference,mean_absolute_difference,v1_missing_v2_present,v1_present_v2_missing
ta_volatility_kcw,1273,1219,0.0011635458758171013,0.00013529024272906085,0,0
ta_volatility_ui,1273,1257,0.0006470627114758612,5.8190295962787905e-05,0,0
ta_volume_adi,1273,422,0.00020929654128649944,6.045945501061511e-06,0,0
ta_volume_cmf,1273,1271,0.0007298334949046859,7.102178222652917e-05,0,0
ta_volume_em,1273,676,0.00022096590549151168,1.0010159739292229e-05,0,0
ta_volume_fi,1273,0,1.3877787807814457e-16,4.314318734233302e-17,0,0
ta_volume_mfi,1273,1257,0.000670529744239215,6.457491828686684e-05,0,0
ta_volume_obv,1273,422,0.00014462533517069914,5.345179807710229e-06,0,0
ta_volume_sma_em,1273,1262,0.0004772460007274326,6.116565128166627e-05,0,0
ta_volume_vwap,1273,1257,0.0003836787118315227,3.806579092607729e-05,0,0
volume_ratio_5_20,1273,1271,0.0005031125723596597,6.591386208197772e-05,0,0
