instrument,median_amount,mean_amount,valid_days
SH600520,49090.2890625,75133.734,220
SZ002563,48892.5859375,53785.223,244
SZ000544,48884.345703125,58932.5,238
SZ300305,48818.640625,54324.98,244
SZ002186,48792.3046875,56933.59,244
SZ002442,48791.05859375,59256.383,244
SH600421,48696.205078125,67253.99,234
SH600866,48688.36328125,62885.586,232
SH600327,48607.09375,57408.168,244
SH600857,48574.13671875,75838.59,225
SH600613,48516.203125,63800.535,244
SH603969,48232.767578125,58537.5,244
SZ002158,48134.75390625,65875.56,244
SZ002116,48074.720703125,56766.93,244
SZ000408,47891.8203125,58807.793,243
SZ300286,47659.634765625,59095.3,244
SH600769,47544.0546875,61142.0,223
SH603558,47542.673828125,73439.08,210
SH600375,47445.56640625,72946.79,191
SH600883,47242.220703125,68830.45,244
SZ000088,47224.373046875,62047.88,244
SH600246,47198.6953125,71575.45,225
SZ002356,47112.96484375,59668.723,224
SH603088,46999.228515625,52952.33,244
SZ300268,46957.734375,98073.414,223
SZ002729,46937.5703125,71007.48,244
SZ000557,46926.52734375,56885.914,243
SH601991,46918.64453125,54512.24,234
SH603366,46831.1328125,62520.07,243
SZ002225,46808.482421875,75195.91,244
SH600644,46799.47265625,54035.01,243
SZ002305,46610.681640625,58575.145,244
SH603288,46531.703125,53736.746,244
SZ300382,46513.3125,54918.543,241
SH600452,46367.890625,58520.906,201
SH600007,46149.154296875,55178.266,244
SH600223,46146.208984375,57812.09,236
SH600724,46094.375,59460.133,244
SZ300107,45918.037109375,56539.9,244
SH601137,45908.025390625,56225.902,204
SZ000042,45805.826171875,59562.098,192
SZ000668,45770.599609375,56934.504,244
SZ002621,45696.7421875,70214.45,191
SH600403,45677.16796875,62958.496,244
SH600612,45649.52734375,60090.97,244
SH603315,45616.84375,57186.875,243
SH600575,45605.171875,65522.63,229
SZ000022,45360.095703125,71768.73,244
SZ001872,45360.095703125,71768.73,244
SZ002302,45279.2421875,52873.88,244
SZ300415,45270.783203125,53853.016,244
SH601008,45257.71875,68911.07,244
SZ300407,45136.83984375,63064.0,217
SZ300258,45057.095703125,65793.27,244
SH600243,45042.919921875,60340.54,244
SH600162,44985.2890625,59100.633,239
SZ002338,44870.541015625,52726.7,210
SZ000692,44772.087890625,51217.16,244
SH601677,44724.958984375,55760.273,244
SZ002561,44707.419921875,94350.69,244
SZ002293,44629.234375,51002.875,229
SZ002420,44402.4921875,51955.15,244
SH600550,44162.38671875,53061.844,225
SH600356,44108.37890625,47210.36,244
SZ000590,43990.703125,52804.582,243
SH600393,43958.779296875,58507.87,238
SH600695,43916.078125,57192.348,244
SZ002541,43519.310546875,55164.613,244
SH600792,43511.1796875,52507.535,239
SZ002534,43438.265625,48952.81,244
SH601798,43228.02734375,70161.82,185
SH600665,43176.755859375,55689.03,234
SH600396,43137.158203125,53104.914,244
SZ000852,43025.865234375,49367.277,244
SZ002653,42907.10546875,50572.48,244
SH600681,42901.787109375,53649.5,228
SZ002370,42835.11328125,51104.38,244
SH603456,42786.439453125,50027.6,244
SZ000912,42769.15625,180821.94,214
SZ002003,42732.53125,51021.2,239
SH601369,42731.3046875,51949.93,244
SH600892,42441.515625,51412.465,211
SZ002096,42365.00390625,50331.156,244
SZ300210,42236.892578125,72695.18,244
SH600317,42150.390625,59187.383,244
SH601100,42102.181640625,57807.18,244
SH600033,41997.14453125,48459.61,244
SZ002549,41895.763671875,54425.785,244
SH600810,41886.6796875,60053.113,222
SZ300417,41802.703125,47266.7,244
SH603939,41537.66015625,51401.918,244
SZ002459,41372.392578125,66438.85,244
SZ002282,41357.5625,52329.926,184
SZ002532,41284.443359375,50651.07,240
SZ000539,41234.63671875,46300.38,244
SH600262,41232.103515625,52109.594,244
SH603606,41069.53125,52815.277,235
SH600579,41058.556640625,51483.22,244
SZ002187,40981.67578125,52939.2,244
SH600578,40944.21875,53870.75,207
SZ002397,40917.271484375,52452.47,242
SH600281,40837.26171875,50369.184,217
SZ002014,40778.3203125,48745.043,239
SH601969,40732.056640625,65628.71,244
SZ002728,40469.904296875,49272.883,244
SH600683,40343.76171875,49830.633,244
SH600819,39997.595703125,57180.555,244
SH600603,39818.359375,71762.414,209
SZ300261,39501.181640625,66282.31,238
SZ002773,39077.708984375,47038.645,244
SH600979,39051.828125,80979.81,209
SH600629,38942.478515625,49639.51,202
SZ000695,38683.974609375,49618.562,244
SZ002513,38581.89453125,43396.883,205
SZ300283,38483.41015625,44110.887,215
SZ000989,38344.068359375,51320.617,244
SZ002109,38171.958984375,43885.043,228
SH603333,38005.841796875,57200.71,244
SH601566,37935.626953125,47957.465,244
SZ000862,37883.646484375,41922.703,244
SH603699,37714.5390625,43064.777,244
SH601339,37444.47265625,45188.996,244
SH600617,37429.904296875,45777.812,244
SH600608,37313.2890625,104717.36,222
SZ002706,37035.63671875,47538.887,244
SZ000056,36081.04296875,50552.9,244
SH601579,36077.267578125,48210.027,244
SH600167,36024.6640625,45505.65,237
SH600829,35937.962890625,46465.734,244
SH601113,35901.8515625,45206.117,244
SH600723,35871.724609375,39000.8,244
SZ000715,35749.109375,53732.965,244
SH600505,35546.427734375,43327.13,244
SH600163,35258.59765625,54019.23,234
SZ000908,35202.955078125,49118.746,244
SH600858,35166.3515625,45560.52,243
SZ000429,35155.71875,41959.535,239
SH601139,34722.72265625,40014.684,243
SH600897,34578.78515625,39193.13,244
SZ002595,34541.876953125,43148.805,244
SH601518,34382.2890625,42667.668,227
SZ002336,34237.0546875,61724.312,243
SH600377,33490.48046875,40362.027,244
SZ002173,33278.6171875,50642.51,242
SH600361,33215.486328125,44620.234,244
SH600548,33057.849609375,40203.59,244
SZ002300,32518.1357421875,51512.45,244
SH601188,31406.4189453125,39807.344,242
SZ300260,31295.150390625,37722.996,244
SH600444,30500.40625,36999.785,243
SH600780,30478.67578125,35121.79,244
SH600190,30337.720703125,43403.77,244
SZ000856,29079.173828125,38525.1,236
SH601116,28792.888671875,151922.83,229
SZ002641,27247.42578125,35952.473,244
SH600984,26938.279296875,33627.72,243
SH600793,26931.19921875,32442.307,227
SZ000759,26915.427734375,38712.81,244
SH600721,24120.76953125,38745.336,212
SH600265,18024.015625,22244.352,238
